# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
298           	smoothSolver	4.043760e-05	3.327100e-06	7	8.676020e-04	7.954530e-05	6	7.778580e-04	6.892540e-05	6	false	GAMG	4.720600e-04	4.627110e-06	3	true
299           	smoothSolver	3.963960e-05	3.247090e-06	7	8.592570e-04	7.823770e-05	6	7.696270e-04	6.742480e-05	6	false	GAMG	4.705920e-04	4.541560e-06	3	true
300           	smoothSolver	3.973080e-05	3.215290e-06	7	8.602430e-04	7.686430e-05	6	7.691000e-04	6.603910e-05	6	false	GAMG	4.689800e-04	4.446460e-06	3	true
301           	smoothSolver	3.893840e-05	3.101790e-06	7	8.465310e-04	7.450250e-05	6	7.567550e-04	6.440140e-05	6	false	GAMG	4.690040e-04	4.327150e-06	3	true
302           	smoothSolver	3.856590e-05	3.000860e-06	7	8.397470e-04	7.202730e-05	6	7.528090e-04	6.272530e-05	6	false	GAMG	4.684200e-04	4.273300e-06	3	true
303           	smoothSolver	3.780460e-05	2.933680e-06	7	8.263740e-04	7.023640e-05	6	7.432720e-04	6.104120e-05	6	false	GAMG	4.668010e-04	4.255550e-06	3	true
304           	smoothSolver	3.762990e-05	2.859030e-06	7	8.257260e-04	6.900500e-05	6	7.427700e-04	6.045360e-05	6	false	GAMG	4.649790e-04	4.265320e-06	3	true
305           	smoothSolver	3.679730e-05	2.765510e-06	7	8.106790e-04	6.695490e-05	6	7.312650e-04	5.884500e-05	6	false	GAMG	4.612240e-04	4.230060e-06	3	true
306           	smoothSolver	3.645340e-05	2.685560e-06	7	8.113690e-04	6.621770e-05	6	7.241650e-04	5.788630e-05	6	false	GAMG	4.606290e-04	4.314830e-06	3	true
307           	smoothSolver	3.610930e-05	3.605830e-06	6	7.995580e-04	6.537710e-05	6	7.180320e-04	5.720070e-05	6	false	GAMG	4.610640e-04	4.322690e-06	3	true
308           	smoothSolver	3.608580e-05	3.555050e-06	6	7.997210e-04	6.442430e-05	6	7.171080e-04	5.598570e-05	6	false	GAMG	4.569130e-04	4.295290e-06	3	true
309           	smoothSolver	3.541920e-05	3.475160e-06	6	7.907630e-04	6.324480e-05	6	7.044570e-04	5.447650e-05	6	false	GAMG	4.539400e-04	4.191110e-06	3	true
310           	smoothSolver	3.534730e-05	3.437800e-06	6	7.865150e-04	6.269330e-05	6	6.993790e-04	5.364160e-05	6	false	GAMG	4.509720e-04	4.156610e-06	3	true
311           	smoothSolver	3.449220e-05	3.291810e-06	6	7.733630e-04	6.119340e-05	6	6.903750e-04	5.263970e-05	6	false	GAMG	4.479250e-04	4.078680e-06	3	true
312           	smoothSolver	3.384360e-05	3.189780e-06	6	7.663730e-04	5.990360e-05	6	6.829100e-04	5.111730e-05	6	false	GAMG	4.417260e-04	4.043320e-06	3	true
313           	smoothSolver	3.319030e-05	3.087570e-06	6	7.549290e-04	5.844760e-05	6	6.709510e-04	4.992130e-05	6	false	GAMG	4.383160e-04	4.021440e-06	3	true
314           	smoothSolver	3.293440e-05	3.024480e-06	6	7.503180e-04	5.785730e-05	6	6.645720e-04	4.913070e-05	6	false	GAMG	4.314110e-04	4.031300e-06	3	true
315           	smoothSolver	3.209210e-05	2.924380e-06	6	7.393460e-04	5.644490e-05	6	6.580090e-04	4.909970e-05	6	false	GAMG	4.294620e-04	4.044240e-06	3	true
316           	smoothSolver	3.214360e-05	2.905400e-06	6	7.415050e-04	5.637560e-05	6	6.608340e-04	4.905930e-05	6	false	GAMG	4.255470e-04	4.056380e-06	3	true
317           	smoothSolver	3.177550e-05	2.846010e-06	6	7.367180e-04	5.624330e-05	6	6.526120e-04	4.858990e-05	6	false	GAMG	4.219750e-04	4.039140e-06	3	true
318           	smoothSolver	3.151240e-05	2.793250e-06	6	7.361360e-04	5.577620e-05	6	6.463500e-04	4.766690e-05	6	false	GAMG	4.180290e-04	3.938300e-06	3	true
319           	smoothSolver	3.123120e-05	2.776870e-06	6	7.237600e-04	5.490740e-05	6	6.399830e-04	4.779580e-05	6	false	GAMG	4.180140e-04	3.930970e-06	3	true
320           	smoothSolver	3.135250e-05	2.763210e-06	6	7.255370e-04	5.490140e-05	6	6.405490e-04	4.743020e-05	6	false	GAMG	4.123710e-04	3.884440e-06	3	true
321           	smoothSolver	3.107400e-05	2.789320e-06	6	7.132380e-04	5.447750e-05	6	6.293720e-04	4.653360e-05	6	false	GAMG	4.104640e-04	3.882930e-06	3	true
322           	smoothSolver	3.094150e-05	2.749310e-06	6	7.093260e-04	5.413880e-05	6	6.239100e-04	4.573820e-05	6	false	GAMG	4.073230e-04	3.848830e-06	3	true
323           	smoothSolver	3.039880e-05	2.722680e-06	6	7.000130e-04	5.324500e-05	6	6.178980e-04	4.519070e-05	6	false	GAMG	4.072160e-04	3.927580e-06	3	true
324           	smoothSolver	3.060160e-05	2.754180e-06	6	7.018810e-04	5.273120e-05	6	6.164860e-04	4.473340e-05	6	false	GAMG	4.064560e-04	3.770490e-06	3	true
325           	smoothSolver	3.023350e-05	2.736210e-06	6	6.921210e-04	5.178150e-05	6	6.131780e-04	4.412880e-05	6	false	GAMG	4.060020e-04	3.802320e-06	3	true
326           	smoothSolver	3.025430e-05	2.713860e-06	6	6.922160e-04	5.135730e-05	6	6.102490e-04	4.357610e-05	6	false	GAMG	4.047460e-04	3.887990e-06	3	true
327           	smoothSolver	3.002380e-05	2.741920e-06	6	6.873950e-04	5.136770e-05	6	6.055280e-04	4.355670e-05	6	false	GAMG	4.093090e-04	3.968770e-06	3	true
328           	smoothSolver	3.107020e-05	2.890510e-06	6	6.997410e-04	5.291590e-05	6	6.198900e-04	4.481370e-05	6	false	GAMG	4.061280e-04	3.997490e-06	3	true
329           	smoothSolver	3.088650e-05	2.900810e-06	6	6.953120e-04	5.262280e-05	6	6.127830e-04	4.419240e-05	6	false	GAMG	4.060570e-04	1.532790e-06	4	true
330           	smoothSolver	3.104840e-05	2.924820e-06	6	6.999200e-04	5.338570e-05	6	6.155790e-04	4.559210e-05	6	false	GAMG	4.059310e-04	4.004660e-06	3	true
331           	smoothSolver	3.052290e-05	2.920480e-06	6	6.818600e-04	5.235020e-05	6	6.057330e-04	4.502810e-05	6	false	GAMG	4.081650e-04	1.578160e-06	4	true
332           	smoothSolver	3.090770e-05	2.949730e-06	6	6.901790e-04	5.322320e-05	6	6.128530e-04	4.579990e-05	6	false	GAMG	4.064700e-04	3.945120e-06	3	true
333           	smoothSolver	3.037170e-05	2.929660e-06	6	6.755170e-04	5.170820e-05	6	6.000310e-04	4.475280e-05	6	false	GAMG	4.064350e-04	1.509280e-06	4	true
334           	smoothSolver	3.063230e-05	2.909780e-06	6	6.834270e-04	5.289040e-05	6	6.058330e-04	4.534560e-05	6	false	GAMG	4.084950e-04	3.796970e-06	3	true
335           	smoothSolver	3.025160e-05	2.878300e-06	6	6.762050e-04	5.228540e-05	6	5.966890e-04	4.477230e-05	6	false	GAMG	4.090870e-04	3.955530e-06	3	true
336           	smoothSolver	3.011040e-05	2.862840e-06	6	6.759000e-04	5.234580e-05	6	6.005870e-04	4.526550e-05	6	false	GAMG	4.124180e-04	4.006940e-06	3	true
337           	smoothSolver	3.041010e-05	2.880040e-06	6	6.788600e-04	5.242490e-05	6	6.095980e-04	4.663860e-05	6	false	GAMG	4.137630e-04	4.023070e-06	3	true
338           	smoothSolver	3.041760e-05	2.861660e-06	6	6.884050e-04	5.231710e-05	6	6.046640e-04	4.589880e-05	6	false	GAMG	4.125000e-04	3.949830e-06	3	true
339           	smoothSolver	3.027790e-05	2.892580e-06	6	6.804000e-04	5.255000e-05	6	6.042310e-04	4.674820e-05	6	false	GAMG	4.132970e-04	4.005840e-06	3	true
340           	smoothSolver	3.031190e-05	2.886000e-06	6	6.829490e-04	5.259080e-05	6	6.070360e-04	4.699430e-05	6	false	GAMG	4.129680e-04	4.016040e-06	3	true
341           	smoothSolver	3.024620e-05	2.929860e-06	6	6.835890e-04	5.349170e-05	6	6.044480e-04	4.696990e-05	6	false	GAMG	4.110330e-04	4.028630e-06	3	true
342           	smoothSolver	3.037790e-05	2.936200e-06	6	6.802020e-04	5.270350e-05	6	6.039110e-04	4.778420e-05	6	false	GAMG	4.124550e-04	4.081740e-06	3	true
343           	smoothSolver	3.037080e-05	2.935690e-06	6	6.829520e-04	5.360430e-05	6	6.047550e-04	4.801960e-05	6	false	GAMG	4.121070e-04	4.074660e-06	3	true
344           	smoothSolver	3.036920e-05	2.914370e-06	6	6.820590e-04	5.305990e-05	6	6.054510e-04	4.746960e-05	6	false	GAMG	4.088650e-04	4.019170e-06	3	true
345           	smoothSolver	2.998220e-05	2.903620e-06	6	6.738020e-04	5.278490e-05	6	5.972720e-04	4.710810e-05	6	false	GAMG	4.083460e-04	4.050190e-06	3	true
346           	smoothSolver	3.004620e-05	2.876460e-06	6	6.763020e-04	5.250280e-05	6	5.948320e-04	4.702500e-05	6	false	GAMG	4.093070e-04	4.065290e-06	3	true
347           	smoothSolver	3.003900e-05	2.892260e-06	6	6.746270e-04	5.262520e-05	6	5.953050e-04	4.706180e-05	6	false	GAMG	4.079340e-04	1.531000e-06	4	true
348           	smoothSolver	3.054010e-05	2.906090e-06	6	6.843790e-04	5.329710e-05	6	6.061460e-04	4.803150e-05	6	false	GAMG	4.089740e-04	3.988710e-06	3	true
349           	smoothSolver	3.033520e-05	2.916260e-06	6	6.753700e-04	5.219680e-05	6	5.952520e-04	4.673010e-05	6	false	GAMG	4.098370e-04	1.532580e-06	4	true
350           	smoothSolver	3.059310e-05	2.892630e-06	6	6.862790e-04	5.312480e-05	6	6.034040e-04	4.731380e-05	6	false	GAMG	4.098960e-04	3.947890e-06	3	true
351           	smoothSolver	3.014430e-05	2.873890e-06	6	6.722410e-04	5.225410e-05	6	5.942580e-04	4.667830e-05	6	false	GAMG	4.081060e-04	1.533760e-06	4	true
352           	smoothSolver	3.065280e-05	2.890780e-06	6	6.832820e-04	5.312600e-05	6	6.062400e-04	4.803860e-05	6	false	GAMG	4.083830e-04	3.880740e-06	3	true
353           	smoothSolver	3.038110e-05	2.913340e-06	6	6.674650e-04	5.182740e-05	6	5.991800e-04	4.723660e-05	6	false	GAMG	4.049410e-04	3.967870e-06	3	true
354           	smoothSolver	3.014240e-05	2.894010e-06	6	6.683250e-04	5.185040e-05	6	5.972210e-04	4.769200e-05	6	false	GAMG	4.049380e-04	3.998300e-06	3	true
355           	smoothSolver	2.987830e-05	2.892570e-06	6	6.601020e-04	5.200520e-05	6	5.937420e-04	4.776520e-05	6	false	GAMG	4.056250e-04	4.044410e-06	3	true
356           	smoothSolver	3.037130e-05	2.924300e-06	6	6.648470e-04	5.220040e-05	6	5.995490e-04	4.779590e-05	6	false	GAMG	4.031320e-04	3.949770e-06	3	true
357           	smoothSolver	3.018490e-05	2.913910e-06	6	6.637000e-04	5.206590e-05	6	5.938850e-04	4.716920e-05	6	false	GAMG	4.000410e-04	3.883580e-06	3	true
358           	smoothSolver	3.001200e-05	2.874950e-06	6	6.565610e-04	5.108740e-05	6	5.911480e-04	4.701980e-05	6	false	GAMG	3.961990e-04	3.846920e-06	3	true
359           	smoothSolver	2.982840e-05	2.894270e-06	6	6.446480e-04	5.134340e-05	6	5.857260e-04	4.708780e-05	6	false	GAMG	3.916490e-04	3.897830e-06	3	true
360           	smoothSolver	2.982310e-05	2.891500e-06	6	6.397840e-04	5.065170e-05	6	5.812330e-04	4.645110e-05	6	false	GAMG	3.863340e-04	3.808560e-06	3	true
361           	smoothSolver	2.916700e-05	2.831520e-06	6	6.281760e-04	5.004080e-05	6	5.714940e-04	4.596780e-05	6	false	GAMG	3.795990e-04	3.598430e-06	3	true
362           	smoothSolver	2.858550e-05	2.739440e-06	6	6.140920e-04	4.874490e-05	6	5.599170e-04	4.458550e-05	6	false	GAMG	3.732920e-04	3.439730e-06	3	true
363           	smoothSolver	2.774700e-05	2.688750e-06	6	5.972550e-04	4.748980e-05	6	5.466490e-04	4.392390e-05	6	false	GAMG	3.691750e-04	3.505170e-06	3	true
364           	smoothSolver	2.774940e-05	2.686960e-06	6	5.923900e-04	4.682590e-05	6	5.465550e-04	4.339000e-05	6	false	GAMG	3.670400e-04	3.611620e-06	3	true
365           	smoothSolver	2.785070e-05	2.688990e-06	6	5.906490e-04	4.706990e-05	6	5.574870e-04	4.463690e-05	6	false	GAMG	3.588240e-04	3.402340e-06	3	true
366           	smoothSolver	2.729070e-05	2.596510e-06	6	5.894970e-04	4.646420e-05	6	5.400080e-04	4.223460e-05	6	false	GAMG	3.552850e-04	3.325280e-06	3	true
367           	smoothSolver	2.679940e-05	2.569850e-06	6	5.754490e-04	4.584580e-05	6	5.270340e-04	4.122530e-05	6	false	GAMG	3.514890e-04	3.223640e-06	3	true
368           	smoothSolver	2.643360e-05	2.503020e-06	6	5.747790e-04	4.523980e-05	6	5.230620e-04	4.090670e-05	6	false	GAMG	3.455350e-04	3.159120e-06	3	true
369           	smoothSolver	2.584340e-05	2.478170e-06	6	5.579920e-04	4.434650e-05	6	5.120580e-04	4.017900e-05	6	false	GAMG	3.396250e-04	3.176700e-06	3	true
370           	smoothSolver	2.576610e-05	2.447320e-06	6	5.530040e-04	4.380430e-05	6	5.109910e-04	4.009560e-05	6	false	GAMG	3.377000e-04	3.148830e-06	3	true
371           	smoothSolver	2.549880e-05	2.445690e-06	6	5.487160e-04	4.353450e-05	6	5.052240e-04	3.935980e-05	6	false	GAMG	3.353270e-04	3.104370e-06	3	true
372           	smoothSolver	2.560550e-05	2.441640e-06	6	5.520180e-04	4.351990e-05	6	5.053720e-04	3.916710e-05	6	false	GAMG	3.308510e-04	3.107140e-06	3	true
373           	smoothSolver	2.526700e-05	2.427410e-06	6	5.405250e-04	4.276910e-05	6	4.969720e-04	3.854790e-05	6	false	GAMG	3.280290e-04	3.093850e-06	3	true
374           	smoothSolver	2.520820e-05	2.401600e-06	6	5.424260e-04	4.294900e-05	6	4.940800e-04	3.867500e-05	6	false	GAMG	3.271000e-04	3.175800e-06	3	true
375           	smoothSolver	2.518660e-05	2.438580e-06	6	5.393090e-04	4.291820e-05	6	4.949090e-04	3.865500e-05	6	false	GAMG	3.254380e-04	3.083950e-06	3	true
376           	smoothSolver	2.502360e-05	2.383340e-06	6	5.431790e-04	4.232480e-05	6	4.954710e-04	3.793060e-05	6	false	GAMG	3.246840e-04	3.105390e-06	3	true
377           	smoothSolver	2.465540e-05	2.364300e-06	6	5.374400e-04	4.217000e-05	6	4.898350e-04	3.768280e-05	6	false	GAMG	3.237990e-04	3.050060e-06	3	true
378           	smoothSolver	2.443080e-05	2.315200e-06	6	5.384230e-04	4.151830e-05	6	4.855830e-04	3.680410e-05	6	false	GAMG	3.247150e-04	3.179640e-06	3	true
379           	smoothSolver	2.450860e-05	2.361000e-06	6	5.349470e-04	4.189580e-05	6	4.856520e-04	3.747340e-05	6	false	GAMG	3.273990e-04	3.133400e-06	3	true
380           	smoothSolver	2.481550e-05	2.359770e-06	6	5.407860e-04	4.185750e-05	6	4.932330e-04	3.759530e-05	6	false	GAMG	3.251800e-04	3.087880e-06	3	true
381           	smoothSolver	2.455480e-05	2.376200e-06	6	5.344390e-04	4.173940e-05	6	4.881140e-04	3.684130e-05	6	false	GAMG	3.278760e-04	3.116880e-06	3	true
382           	smoothSolver	2.512930e-05	2.441760e-06	6	5.406420e-04	4.208520e-05	6	4.914210e-04	3.674400e-05	6	false	GAMG	3.278100e-04	3.189020e-06	3	true
383           	smoothSolver	2.487730e-05	2.419630e-06	6	5.425500e-04	4.228420e-05	6	4.926820e-04	3.681970e-05	6	false	GAMG	3.322550e-04	3.183450e-06	3	true
384           	smoothSolver	2.507030e-05	2.411560e-06	6	5.435940e-04	4.116460e-05	6	5.004610e-04	3.694390e-05	6	false	GAMG	3.302110e-04	3.113400e-06	3	true
385           	smoothSolver	2.496170e-05	2.406480e-06	6	5.432930e-04	4.133610e-05	6	4.994030e-04	3.711850e-05	6	false	GAMG	3.345650e-04	3.108130e-06	3	true
386           	smoothSolver	2.543860e-05	2.416110e-06	6	5.508350e-04	4.187790e-05	6	5.027370e-04	3.715100e-05	6	false	GAMG	3.326860e-04	3.166240e-06	3	true
387           	smoothSolver	2.489820e-05	2.374170e-06	6	5.462970e-04	4.152740e-05	6	4.983440e-04	3.650090e-05	6	false	GAMG	3.358510e-04	3.128290e-06	3	true
388           	smoothSolver	2.528000e-05	2.390820e-06	6	5.507760e-04	4.162560e-05	6	5.070380e-04	3.712690e-05	6	false	GAMG	3.366480e-04	3.206190e-06	3	true
389           	smoothSolver	2.511550e-05	2.378690e-06	6	5.490880e-04	4.187080e-05	6	5.076810e-04	3.711260e-05	6	false	GAMG	3.377420e-04	3.085940e-06	3	true
390           	smoothSolver	2.519250e-05	2.347810e-06	6	5.549400e-04	4.220180e-05	6	5.052420e-04	3.684830e-05	6	false	GAMG	3.372150e-04	3.145690e-06	3	true
391           	smoothSolver	2.525240e-05	2.375610e-06	6	5.564660e-04	4.239640e-05	6	5.070420e-04	3.725020e-05	6	false	GAMG	3.405770e-04	3.170380e-06	3	true
392           	smoothSolver	2.539740e-05	2.363010e-06	6	5.594640e-04	4.307160e-05	6	5.141590e-04	3.763250e-05	6	false	GAMG	3.371380e-04	3.310160e-06	3	true
393           	smoothSolver	2.513110e-05	2.390450e-06	6	5.545760e-04	4.291900e-05	6	5.073730e-04	3.767780e-05	6	false	GAMG	3.394030e-04	3.309670e-06	3	true
394           	smoothSolver	2.573730e-05	2.408330e-06	6	5.636990e-04	4.433640e-05	6	5.119710e-04	3.827810e-05	6	false	GAMG	3.397740e-04	3.362600e-06	3	true
395           	smoothSolver	2.561310e-05	2.404850e-06	6	5.674460e-04	4.473200e-05	6	5.140890e-04	3.848560e-05	6	false	GAMG	3.413340e-04	3.386970e-06	3	true
396           	smoothSolver	2.580480e-05	2.414910e-06	6	5.684940e-04	4.479300e-05	6	5.154350e-04	3.919110e-05	6	false	GAMG	3.429900e-04	1.336460e-06	4	true
397           	smoothSolver	2.658980e-05	2.548400e-06	6	5.761750e-04	4.645180e-05	6	5.232890e-04	4.030910e-05	6	false	GAMG	3.439210e-04	3.397890e-06	3	true
398           	smoothSolver	2.653360e-05	2.487820e-06	6	5.797170e-04	4.609130e-05	6	5.219290e-04	3.958360e-05	6	false	GAMG	3.432540e-04	1.262590e-06	4	true
399           	smoothSolver	2.648600e-05	2.487330e-06	6	5.771220e-04	4.690690e-05	6	5.257690e-04	4.060940e-05	6	false	GAMG	3.449030e-04	3.421000e-06	3	true
400           	smoothSolver	2.677610e-05	2.533960e-06	6	5.794240e-04	4.643410e-05	6	5.283530e-04	4.060350e-05	6	false	GAMG	3.410330e-04	1.253030e-06	4	true
401           	smoothSolver	2.627810e-05	2.468160e-06	6	5.730690e-04	4.615390e-05	6	5.234930e-04	4.029370e-05	6	false	GAMG	3.392130e-04	3.289970e-06	3	true
402           	smoothSolver	2.600430e-05	2.450190e-06	6	5.694840e-04	4.583210e-05	6	5.165810e-04	4.003730e-05	6	false	GAMG	3.377880e-04	3.353170e-06	3	true
403           	smoothSolver	2.590130e-05	2.432550e-06	6	5.672260e-04	4.609660e-05	6	5.138600e-04	3.995730e-05	6	false	GAMG	3.403830e-04	1.236170e-06	4	true
404           	smoothSolver	2.638390e-05	2.492620e-06	6	5.800100e-04	4.687660e-05	6	5.232950e-04	4.102680e-05	6	false	GAMG	3.392050e-04	3.267870e-06	3	true
405           	smoothSolver	2.626260e-05	2.481930e-06	6	5.741560e-04	4.644730e-05	6	5.245530e-04	4.109030e-05	6	false	GAMG	3.406580e-04	3.401340e-06	3	true
406           	smoothSolver	2.649430e-05	2.474140e-06	6	5.819630e-04	4.639290e-05	6	5.245800e-04	4.083880e-05	6	false	GAMG	3.392270e-04	3.244650e-06	3	true
407           	smoothSolver	2.622750e-05	2.466010e-06	6	5.759820e-04	4.635910e-05	6	5.159860e-04	4.063110e-05	6	false	GAMG	3.402150e-04	3.273040e-06	3	true
408           	smoothSolver	2.634140e-05	2.453130e-06	6	5.728670e-04	4.585710e-05	6	5.185400e-04	4.028220e-05	6	false	GAMG	3.375670e-04	3.158120e-06	3	true
409           	smoothSolver	2.598350e-05	2.444610e-06	6	5.614200e-04	4.468740e-05	6	5.104110e-04	3.956680e-05	6	false	GAMG	3.395920e-04	3.055980e-06	3	true
410           	smoothSolver	2.633260e-05	2.447340e-06	6	5.693250e-04	4.477260e-05	6	5.090350e-04	3.927260e-05	6	false	GAMG	3.406140e-04	3.166070e-06	3	true
411           	smoothSolver	2.636060e-05	2.488330e-06	6	5.649000e-04	4.484030e-05	6	5.177260e-04	4.055730e-05	6	false	GAMG	3.406660e-04	3.136170e-06	3	true
412           	smoothSolver	2.621510e-05	2.463090e-06	6	5.670520e-04	4.380490e-05	6	5.158490e-04	3.971410e-05	6	false	GAMG	3.375850e-04	3.017410e-06	3	true
413           	smoothSolver	2.572380e-05	2.473240e-06	6	5.568680e-04	4.321880e-05	6	5.059890e-04	3.918130e-05	6	false	GAMG	3.380840e-04	3.025950e-06	3	true
414           	smoothSolver	2.621740e-05	2.527030e-06	6	5.625840e-04	4.415560e-05	6	5.091240e-04	3.968140e-05	6	false	GAMG	3.350010e-04	3.099360e-06	3	true
415           	smoothSolver	2.608080e-05	2.587940e-06	6	5.621140e-04	4.472550e-05	6	5.093330e-04	4.015420e-05	6	false	GAMG	3.355800e-04	3.033830e-06	3	true
416           	smoothSolver	2.644920e-05	2.603640e-06	6	5.695300e-04	4.503690e-05	6	5.148930e-04	4.063240e-05	6	false	GAMG	3.363890e-04	3.180450e-06	3	true
417           	smoothSolver	2.667760e-05	2.653910e-06	6	5.734620e-04	4.591230e-05	6	5.222140e-04	4.187140e-05	6	false	GAMG	3.381330e-04	3.182630e-06	3	true
418           	smoothSolver	2.714520e-05	2.698970e-06	6	5.832970e-04	4.640470e-05	6	5.241370e-04	4.182990e-05	6	false	GAMG	3.378160e-04	3.173630e-06	3	true
419           	smoothSolver	2.670260e-05	2.668210e-06	6	5.826970e-04	4.697950e-05	6	5.221420e-04	4.199250e-05	6	false	GAMG	3.404100e-04	3.212300e-06	3	true
420           	smoothSolver	2.710600e-05	2.005670e-06	7	5.948640e-04	4.823840e-05	6	5.314720e-04	4.286770e-05	6	false	GAMG	3.403690e-04	3.274220e-06	3	true
421           	smoothSolver	2.704620e-05	2.014640e-06	7	5.950050e-04	4.842730e-05	6	5.323570e-04	4.277920e-05	6	false	GAMG	3.443810e-04	3.297580e-06	3	true
422           	smoothSolver	2.722950e-05	2.704120e-06	6	6.099570e-04	4.930140e-05	6	5.381800e-04	4.369990e-05	6	false	GAMG	3.463320e-04	3.359860e-06	3	true
423           	smoothSolver	2.734540e-05	2.731520e-06	6	6.119880e-04	4.942740e-05	6	5.410160e-04	4.394040e-05	6	false	GAMG	3.500420e-04	3.426630e-06	3	true
424           	smoothSolver	2.808410e-05	2.783680e-06	6	6.170880e-04	4.958960e-05	6	5.522930e-04	4.435390e-05	6	false	GAMG	3.514830e-04	3.473490e-06	3	true
425           	smoothSolver	2.856520e-05	2.847800e-06	6	6.258550e-04	5.112980e-05	6	5.600490e-04	4.496190e-05	6	false	GAMG	3.519530e-04	1.380390e-06	4	true
426           	smoothSolver	2.875920e-05	2.811790e-06	6	6.386010e-04	5.164450e-05	6	5.679380e-04	4.570810e-05	6	false	GAMG	3.520020e-04	3.351890e-06	3	true
427           	smoothSolver	2.828960e-05	2.790180e-06	6	6.212640e-04	5.122330e-05	6	5.609790e-04	4.581060e-05	6	false	GAMG	3.531070e-04	1.371150e-06	4	true
428           	smoothSolver	2.898670e-05	2.898100e-06	6	6.345320e-04	5.243560e-05	6	5.714530e-04	4.698750e-05	6	false	GAMG	3.543150e-04	3.431970e-06	3	true
429           	smoothSolver	2.892770e-05	2.885240e-06	6	6.313070e-04	5.252260e-05	6	5.710050e-04	4.673210e-05	6	false	GAMG	3.572660e-04	1.373630e-06	4	true
430           	smoothSolver	2.927810e-05	2.858470e-06	6	6.483460e-04	5.347020e-05	6	5.821240e-04	4.734450e-05	6	false	GAMG	3.565670e-04	3.351380e-06	3	true
431           	smoothSolver	2.853520e-05	2.798850e-06	6	6.349320e-04	5.265000e-05	6	5.692940e-04	4.637030e-05	6	false	GAMG	3.601040e-04	3.547450e-06	3	true
432           	smoothSolver	2.866690e-05	2.783340e-06	6	6.415730e-04	5.260150e-05	6	5.798800e-04	4.719220e-05	6	false	GAMG	3.607010e-04	3.582630e-06	3	true
433           	smoothSolver	2.859980e-05	2.803470e-06	6	6.422650e-04	5.320380e-05	6	5.789110e-04	4.682540e-05	6	false	GAMG	3.638600e-04	1.411280e-06	4	true
434           	smoothSolver	2.936140e-05	2.810120e-06	6	6.612580e-04	5.421930e-05	6	6.011110e-04	4.907940e-05	6	false	GAMG	3.621860e-04	3.488940e-06	3	true
435           	smoothSolver	2.875590e-05	2.785940e-06	6	6.405150e-04	5.261100e-05	6	5.852580e-04	4.727940e-05	6	false	GAMG	3.639230e-04	3.610610e-06	3	true
436           	smoothSolver	2.891610e-05	2.755010e-06	6	6.452910e-04	5.247110e-05	6	5.875870e-04	4.763970e-05	6	false	GAMG	3.631220e-04	3.594510e-06	3	true
437           	smoothSolver	2.883320e-05	2.779710e-06	6	6.457150e-04	5.358510e-05	6	5.843750e-04	4.696660e-05	6	false	GAMG	3.623200e-04	3.579900e-06	3	true
438           	smoothSolver	2.914000e-05	2.793230e-06	6	6.495120e-04	5.277990e-05	6	5.883200e-04	4.742780e-05	6	false	GAMG	3.626560e-04	3.560850e-06	3	true
439           	smoothSolver	2.878280e-05	2.764760e-06	6	6.441380e-04	5.269310e-05	6	5.870670e-04	4.777610e-05	6	false	GAMG	3.637320e-04	1.396910e-06	4	true
440           	smoothSolver	2.919320e-05	2.794620e-06	6	6.588840e-04	5.412280e-05	6	6.002990e-04	4.921220e-05	6	false	GAMG	3.613910e-04	3.450920e-06	3	true
441           	smoothSolver	2.874920e-05	2.762800e-06	6	6.383690e-04	5.244090e-05	6	5.865530e-04	4.766790e-05	6	false	GAMG	3.629320e-04	3.545440e-06	3	true
442           	smoothSolver	2.894480e-05	2.747330e-06	6	6.451760e-04	5.256360e-05	6	5.846430e-04	4.747760e-05	6	false	GAMG	3.614480e-04	3.478330e-06	3	true
443           	smoothSolver	2.833130e-05	2.708980e-06	6	6.362360e-04	5.216480e-05	6	5.789800e-04	4.678390e-05	6	false	GAMG	3.617570e-04	3.470620e-06	3	true
444           	smoothSolver	2.874520e-05	2.746970e-06	6	6.341210e-04	5.146480e-05	6	5.828950e-04	4.733430e-05	6	false	GAMG	3.591120e-04	3.481670e-06	3	true
445           	smoothSolver	2.845730e-05	2.738380e-06	6	6.297930e-04	5.116390e-05	6	5.759870e-04	4.621810e-05	6	false	GAMG	3.578700e-04	3.372370e-06	3	true
446           	smoothSolver	2.801280e-05	2.683560e-06	6	6.224790e-04	5.004330e-05	6	5.681760e-04	4.521300e-05	6	false	GAMG	3.551170e-04	3.307990e-06	3	true
447           	smoothSolver	2.753570e-05	2.681890e-06	6	6.082090e-04	4.943770e-05	6	5.582810e-04	4.482650e-05	6	false	GAMG	3.562310e-04	3.242470e-06	3	true
448           	smoothSolver	2.776930e-05	2.693640e-06	6	6.110340e-04	4.955760e-05	6	5.619770e-04	4.481960e-05	6	false	GAMG	3.532140e-04	3.232490e-06	3	true
449           	smoothSolver	2.738790e-05	2.703820e-06	6	5.992690e-04	4.869970e-05	6	5.509270e-04	4.389640e-05	6	false	GAMG	3.536620e-04	3.192630e-06	3	true
