# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
146           	smoothSolver	1.016720e-04	8.376820e-06	7	2.369180e-03	2.049360e-04	6	2.048830e-03	1.756960e-04	6	false	GAMG	1.240300e-03	1.192660e-05	3	true
147           	smoothSolver	1.001490e-04	8.072880e-06	7	2.340790e-03	1.996350e-04	6	2.032820e-03	1.731310e-04	6	false	GAMG	1.231540e-03	1.174350e-05	3	true
148           	smoothSolver	9.900500e-05	7.807160e-06	7	2.331000e-03	1.957030e-04	6	2.019650e-03	1.700720e-04	6	false	GAMG	1.222610e-03	1.167760e-05	3	true
149           	smoothSolver	9.757150e-05	7.569300e-06	7	2.305620e-03	1.911140e-04	6	2.000910e-03	1.673230e-04	6	false	GAMG	1.217920e-03	1.162840e-05	3	true
150           	smoothSolver	9.633380e-05	7.404650e-06	7	2.286700e-03	1.872830e-04	6	1.986620e-03	1.639500e-04	6	false	GAMG	1.209440e-03	1.151200e-05	3	true
151           	smoothSolver	9.446600e-05	7.228960e-06	7	2.253130e-03	1.843800e-04	6	1.956600e-03	1.599780e-04	6	false	GAMG	1.197490e-03	1.134210e-05	3	true
152           	smoothSolver	9.288660e-05	7.071430e-06	7	2.224170e-03	1.821560e-04	6	1.930880e-03	1.560640e-04	6	false	GAMG	1.186800e-03	1.100710e-05	3	true
153           	smoothSolver	9.115390e-05	6.896830e-06	7	2.194410e-03	1.807890e-04	6	1.897200e-03	1.525920e-04	6	false	GAMG	1.175230e-03	1.080160e-05	3	true
154           	smoothSolver	8.964800e-05	6.691060e-06	7	2.168410e-03	1.796490e-04	6	1.872660e-03	1.502840e-04	6	false	GAMG	1.165320e-03	1.077020e-05	3	true
155           	smoothSolver	8.799050e-05	6.517280e-06	7	2.138980e-03	1.777800e-04	6	1.846420e-03	1.482680e-04	6	false	GAMG	1.154150e-03	1.085580e-05	3	true
156           	smoothSolver	8.676850e-05	6.395860e-06	7	2.121600e-03	1.771240e-04	6	1.827360e-03	1.470600e-04	6	false	GAMG	1.142220e-03	1.079730e-05	3	true
157           	smoothSolver	8.579100e-05	6.335770e-06	7	2.104910e-03	1.772460e-04	6	1.805270e-03	1.459020e-04	6	false	GAMG	1.132070e-03	1.072200e-05	3	true
158           	smoothSolver	8.519350e-05	6.292270e-06	7	2.092020e-03	1.774450e-04	6	1.788350e-03	1.449940e-04	6	false	GAMG	1.125740e-03	1.064460e-05	3	true
159           	smoothSolver	8.537200e-05	6.330440e-06	7	2.091730e-03	1.786210e-04	6	1.782690e-03	1.462860e-04	6	false	GAMG	1.113340e-03	1.045140e-05	3	true
160           	smoothSolver	8.546960e-05	6.404720e-06	7	2.089370e-03	1.795450e-04	6	1.777130e-03	1.466610e-04	6	false	GAMG	1.103410e-03	1.037590e-05	3	true
161           	smoothSolver	8.549800e-05	6.466190e-06	7	2.089150e-03	1.815190e-04	6	1.769460e-03	1.486620e-04	6	false	GAMG	1.089170e-03	1.033590e-05	3	true
162           	smoothSolver	8.510440e-05	6.467580e-06	7	2.085390e-03	1.824670e-04	6	1.760530e-03	1.492850e-04	6	false	GAMG	1.076000e-03	1.033400e-05	3	true
163           	smoothSolver	8.436650e-05	6.427360e-06	7	2.070810e-03	1.827340e-04	6	1.751210e-03	1.511080e-04	6	false	GAMG	1.067530e-03	1.047380e-05	3	true
164           	smoothSolver	8.434410e-05	6.436380e-06	7	2.065460e-03	1.839670e-04	6	1.756100e-03	1.531260e-04	6	false	GAMG	1.051210e-03	1.043210e-05	3	true
165           	smoothSolver	8.355170e-05	6.408040e-06	7	2.049770e-03	1.845400e-04	6	1.739890e-03	1.539080e-04	6	false	GAMG	1.038050e-03	4.057970e-06	4	true
166           	smoothSolver	8.334290e-05	6.449150e-06	7	2.051400e-03	1.877390e-04	6	1.747460e-03	1.573900e-04	6	false	GAMG	1.026150e-03	9.909370e-06	3	true
167           	smoothSolver	8.220100e-05	6.458670e-06	7	2.009370e-03	1.862520e-04	6	1.716360e-03	1.560210e-04	6	false	GAMG	1.017340e-03	4.103900e-06	4	true
168           	smoothSolver	8.263660e-05	6.611430e-06	7	2.025930e-03	1.904160e-04	6	1.731740e-03	1.597110e-04	6	false	GAMG	1.005660e-03	9.837660e-06	3	true
169           	smoothSolver	8.175100e-05	6.683180e-06	7	1.989990e-03	1.892690e-04	6	1.703110e-03	1.588750e-04	6	false	GAMG	1.000060e-03	4.173160e-06	4	true
170           	smoothSolver	8.254370e-05	6.849610e-06	7	2.006330e-03	1.939740e-04	6	1.719660e-03	1.634590e-04	6	false	GAMG	9.882700e-04	9.824990e-06	3	true
171           	smoothSolver	8.201300e-05	6.953370e-06	7	1.972240e-03	1.934540e-04	6	1.692320e-03	1.624930e-04	6	false	GAMG	9.821980e-04	4.162560e-06	4	true
172           	smoothSolver	8.269090e-05	7.151180e-06	7	1.987200e-03	1.986510e-04	6	1.705950e-03	1.667930e-04	6	false	GAMG	9.740670e-04	3.857000e-06	4	true
173           	smoothSolver	8.321690e-05	7.313420e-06	7	1.983830e-03	1.490600e-04	7	1.699540e-03	1.680800e-04	6	false	GAMG	9.715780e-04	3.927220e-06	4	true
174           	smoothSolver	8.422620e-05	7.441680e-06	7	1.981800e-03	1.496050e-04	7	1.704390e-03	1.703250e-04	6	false	GAMG	9.671420e-04	3.954340e-06	4	true
175           	smoothSolver	8.460750e-05	7.548890e-06	7	1.972840e-03	1.499050e-04	7	1.707470e-03	1.275900e-04	7	false	GAMG	9.685800e-04	4.136500e-06	4	true
176           	smoothSolver	8.559460e-05	7.646140e-06	7	1.978190e-03	1.514280e-04	7	1.709780e-03	1.277700e-04	7	false	GAMG	9.645260e-04	4.137930e-06	4	true
177           	smoothSolver	8.568440e-05	7.692280e-06	7	1.978060e-03	1.528000e-04	7	1.700520e-03	1.274310e-04	7	false	GAMG	9.653690e-04	4.208440e-06	4	true
178           	smoothSolver	8.627630e-05	7.748630e-06	7	1.985140e-03	1.546860e-04	7	1.702110e-03	1.283830e-04	7	false	GAMG	9.686330e-04	4.263920e-06	4	true
179           	smoothSolver	8.695350e-05	7.847050e-06	7	1.987390e-03	1.567650e-04	7	1.711020e-03	1.296370e-04	7	false	GAMG	9.733490e-04	4.368850e-06	4	true
180           	smoothSolver	8.826610e-05	7.967530e-06	7	2.006420e-03	1.598490e-04	7	1.733160e-03	1.315250e-04	7	false	GAMG	9.746370e-04	4.392480e-06	4	true
181           	smoothSolver	8.862160e-05	8.074500e-06	7	2.013130e-03	1.622490e-04	7	1.736440e-03	1.324810e-04	7	false	GAMG	9.768880e-04	4.467340e-06	4	true
182           	smoothSolver	8.929350e-05	8.233600e-06	7	2.024940e-03	1.654870e-04	7	1.745170e-03	1.344470e-04	7	false	GAMG	9.771480e-04	4.472360e-06	4	true
183           	smoothSolver	8.931570e-05	8.380520e-06	7	2.031880e-03	1.686440e-04	7	1.746840e-03	1.360860e-04	7	false	GAMG	9.792570e-04	4.566420e-06	4	true
184           	smoothSolver	9.034970e-05	8.571050e-06	7	2.052210e-03	1.722060e-04	7	1.765120e-03	1.385380e-04	7	false	GAMG	9.790480e-04	4.586900e-06	4	true
185           	smoothSolver	9.125820e-05	8.749530e-06	7	2.065840e-03	1.747740e-04	7	1.776270e-03	1.406850e-04	7	false	GAMG	9.761720e-04	4.615690e-06	4	true
186           	smoothSolver	9.200730e-05	8.865060e-06	7	2.076910e-03	1.770680e-04	7	1.776590e-03	1.423270e-04	7	false	GAMG	9.753230e-04	4.651190e-06	4	true
187           	smoothSolver	9.263150e-05	8.954010e-06	7	2.081050e-03	1.787590e-04	7	1.780050e-03	1.440290e-04	7	false	GAMG	9.766990e-04	4.709700e-06	4	true
188           	smoothSolver	9.357030e-05	9.046660e-06	7	2.092310e-03	1.799290e-04	7	1.790410e-03	1.453920e-04	7	false	GAMG	9.754970e-04	4.744400e-06	4	true
189           	smoothSolver	9.409250e-05	9.136000e-06	7	2.084560e-03	1.797600e-04	7	1.783150e-03	1.454090e-04	7	false	GAMG	9.756980e-04	4.780700e-06	4	true
190           	smoothSolver	9.436400e-05	9.145830e-06	7	2.085570e-03	1.792710e-04	7	1.783410e-03	1.452270e-04	7	false	GAMG	9.748850e-04	4.778950e-06	4	true
191           	smoothSolver	9.408470e-05	9.151160e-06	7	2.065690e-03	1.772840e-04	7	1.778100e-03	1.444540e-04	7	false	GAMG	9.756320e-04	4.800930e-06	4	true
192           	smoothSolver	9.407960e-05	9.170240e-06	7	2.059840e-03	1.755380e-04	7	1.776930e-03	1.435320e-04	7	false	GAMG	9.734270e-04	4.753560e-06	4	true
193           	smoothSolver	9.382270e-05	9.195040e-06	7	2.038500e-03	1.728380e-04	7	1.768840e-03	1.425470e-04	7	false	GAMG	9.705860e-04	4.704810e-06	4	true
194           	smoothSolver	9.370110e-05	9.133050e-06	7	2.024390e-03	1.702800e-04	7	1.762070e-03	1.410200e-04	7	false	GAMG	9.616040e-04	4.589280e-06	4	true
195           	smoothSolver	9.276300e-05	9.067740e-06	7	1.994970e-03	1.667360e-04	7	1.742010e-03	1.387930e-04	7	false	GAMG	9.558100e-04	4.548990e-06	4	true
196           	smoothSolver	9.309050e-05	9.033450e-06	7	1.986570e-03	1.643650e-04	7	1.738200e-03	1.371360e-04	7	false	GAMG	9.471800e-04	4.407370e-06	4	true
197           	smoothSolver	9.210030e-05	8.916290e-06	7	1.953060e-03	1.599460e-04	7	1.714950e-03	1.339930e-04	7	false	GAMG	9.370660e-04	4.288680e-06	4	true
198           	smoothSolver	9.154200e-05	8.764970e-06	7	1.932890e-03	1.560150e-04	7	1.696280e-03	1.305800e-04	7	false	GAMG	9.268010e-04	4.174530e-06	4	true
199           	smoothSolver	9.030760e-05	8.617000e-06	7	1.899140e-03	1.511200e-04	7	1.672190e-03	1.270680e-04	7	false	GAMG	9.171460e-04	4.074530e-06	4	true
200           	smoothSolver	8.949570e-05	8.461910e-06	7	1.876630e-03	1.469440e-04	7	1.656570e-03	1.237100e-04	7	false	GAMG	9.041760e-04	3.953520e-06	4	true
201           	smoothSolver	8.806160e-05	8.295170e-06	7	1.840770e-03	1.421240e-04	7	1.628210e-03	1.608270e-04	6	false	GAMG	8.935730e-04	3.814430e-06	4	true
202           	smoothSolver	8.793190e-05	8.135620e-06	7	1.826360e-03	1.380310e-04	7	1.625900e-03	1.585400e-04	6	false	GAMG	8.819810e-04	3.756060e-06	4	true
203           	smoothSolver	8.633160e-05	7.953650e-06	7	1.793680e-03	1.334120e-04	7	1.602040e-03	1.536320e-04	6	false	GAMG	8.689810e-04	3.694560e-06	4	true
204           	smoothSolver	8.469980e-05	7.738250e-06	7	1.768590e-03	1.743880e-04	6	1.579650e-03	1.494350e-04	6	false	GAMG	8.537930e-04	3.587570e-06	4	true
205           	smoothSolver	8.266970e-05	7.520090e-06	7	1.736510e-03	1.694290e-04	6	1.540150e-03	1.433210e-04	6	false	GAMG	8.397990e-04	3.527700e-06	4	true
206           	smoothSolver	8.123910e-05	7.291710e-06	7	1.711900e-03	1.647010e-04	6	1.513630e-03	1.381990e-04	6	false	GAMG	8.250640e-04	3.424590e-06	4	true
207           	smoothSolver	7.916790e-05	7.053440e-06	7	1.674750e-03	1.596730e-04	6	1.478990e-03	1.336370e-04	6	false	GAMG	8.130660e-04	3.377490e-06	4	true
208           	smoothSolver	7.767310e-05	6.811240e-06	7	1.653540e-03	1.546380e-04	6	1.455540e-03	1.294000e-04	6	false	GAMG	7.994320e-04	3.269650e-06	4	true
209           	smoothSolver	7.581320e-05	6.589580e-06	7	1.614640e-03	1.497030e-04	6	1.425200e-03	1.240530e-04	6	false	GAMG	7.883100e-04	3.229040e-06	4	true
210           	smoothSolver	7.417170e-05	6.343780e-06	7	1.585500e-03	1.445250e-04	6	1.398420e-03	1.199760e-04	6	false	GAMG	7.728620e-04	3.108290e-06	4	true
211           	smoothSolver	7.181690e-05	6.107870e-06	7	1.544080e-03	1.390430e-04	6	1.364510e-03	1.154710e-04	6	false	GAMG	7.610370e-04	3.037920e-06	4	true
212           	smoothSolver	7.055750e-05	5.910520e-06	7	1.520760e-03	1.349230e-04	6	1.353330e-03	1.131300e-04	6	false	GAMG	7.444530e-04	2.905610e-06	4	true
213           	smoothSolver	6.833460e-05	5.725370e-06	7	1.481500e-03	1.301230e-04	6	1.313710e-03	1.081050e-04	6	false	GAMG	7.321740e-04	2.784990e-06	4	true
214           	smoothSolver	6.665420e-05	5.501670e-06	7	1.454490e-03	1.259300e-04	6	1.290600e-03	1.047190e-04	6	false	GAMG	7.195480e-04	7.026450e-06	3	true
215           	smoothSolver	6.444270e-05	5.311710e-06	7	1.404560e-03	1.200830e-04	6	1.245810e-03	9.974420e-05	6	false	GAMG	7.058470e-04	2.756170e-06	4	true
216           	smoothSolver	6.307540e-05	5.107230e-06	7	1.384980e-03	1.156230e-04	6	1.228730e-03	9.677700e-05	6	false	GAMG	6.911300e-04	6.499320e-06	3	true
217           	smoothSolver	6.082760e-05	4.894390e-06	7	1.331150e-03	1.094570e-04	6	1.185610e-03	9.189030e-05	6	false	GAMG	6.782180e-04	6.468920e-06	3	true
218           	smoothSolver	5.902940e-05	4.647320e-06	7	1.302350e-03	1.049580e-04	6	1.160370e-03	8.892030e-05	6	false	GAMG	6.599620e-04	6.177350e-06	3	true
219           	smoothSolver	5.663100e-05	4.428750e-06	7	1.255860e-03	9.997200e-05	6	1.122200e-03	8.452620e-05	6	false	GAMG	6.461910e-04	5.847470e-06	3	true
220           	smoothSolver	5.497660e-05	4.219520e-06	7	1.223270e-03	9.529800e-05	6	1.099330e-03	8.216500e-05	6	false	GAMG	6.337840e-04	5.623410e-06	3	true
221           	smoothSolver	5.331510e-05	4.049140e-06	7	1.189610e-03	9.197880e-05	6	1.069890e-03	7.902140e-05	6	false	GAMG	6.178870e-04	5.296860e-06	3	true
222           	smoothSolver	5.128070e-05	3.826840e-06	7	1.154060e-03	8.798220e-05	6	1.039920e-03	7.616530e-05	6	false	GAMG	6.050980e-04	5.169420e-06	3	true
223           	smoothSolver	4.956050e-05	4.938390e-06	6	1.123770e-03	8.563190e-05	6	1.013240e-03	7.373790e-05	6	false	GAMG	5.932750e-04	5.138520e-06	3	true
224           	smoothSolver	4.870180e-05	4.787830e-06	6	1.110380e-03	8.439990e-05	6	1.002410e-03	7.218720e-05	6	false	GAMG	5.786130e-04	4.948860e-06	3	true
225           	smoothSolver	4.677640e-05	4.563030e-06	6	1.067140e-03	8.071120e-05	6	9.675290e-04	6.989770e-05	6	false	GAMG	5.670980e-04	4.796220e-06	3	true
226           	smoothSolver	4.542900e-05	4.365690e-06	6	1.043510e-03	7.828340e-05	6	9.426200e-04	6.852300e-05	6	false	GAMG	5.600550e-04	4.863160e-06	3	true
227           	smoothSolver	4.442830e-05	4.220380e-06	6	1.019390e-03	7.642750e-05	6	9.261670e-04	6.661300e-05	6	false	GAMG	5.522330e-04	4.793290e-06	3	true
228           	smoothSolver	4.334010e-05	4.061540e-06	6	1.007730e-03	7.451880e-05	6	9.108670e-04	9.073950e-05	5	false	GAMG	5.429780e-04	4.758080e-06	3	true
229           	smoothSolver	4.204170e-05	3.888590e-06	6	9.851660e-04	7.222040e-05	6	8.929530e-04	6.463970e-05	6	false	GAMG	5.379140e-04	4.816360e-06	3	true
230           	smoothSolver	4.116360e-05	3.705860e-06	6	9.713200e-04	7.085770e-05	6	8.816910e-04	6.351660e-05	6	false	GAMG	5.336410e-04	4.862800e-06	3	true
231           	smoothSolver	4.014490e-05	3.579080e-06	6	9.527130e-04	6.996830e-05	6	8.631100e-04	6.215670e-05	6	false	GAMG	5.307610e-04	4.824730e-06	3	true
232           	smoothSolver	3.958820e-05	3.442750e-06	6	9.478650e-04	6.909780e-05	6	8.553520e-04	8.549590e-05	5	false	GAMG	5.250950e-04	4.631190e-06	3	true
233           	smoothSolver	3.863950e-05	3.335440e-06	6	9.249650e-04	6.781270e-05	6	8.432530e-04	8.430300e-05	5	false	GAMG	5.215430e-04	4.579280e-06	3	true
234           	smoothSolver	3.828140e-05	3.245250e-06	6	9.161260e-04	6.698600e-05	6	8.320200e-04	8.311270e-05	5	false	GAMG	5.190760e-04	4.530330e-06	3	true
235           	smoothSolver	3.782620e-05	3.184640e-06	6	9.057980e-04	6.742350e-05	6	8.287510e-04	6.020040e-05	6	false	GAMG	5.175660e-04	4.638840e-06	3	true
236           	smoothSolver	3.771810e-05	3.153540e-06	6	9.053290e-04	6.732860e-05	6	8.278500e-04	5.996880e-05	6	false	GAMG	5.149950e-04	4.646230e-06	3	true
237           	smoothSolver	3.728460e-05	3.130100e-06	6	9.027420e-04	6.866730e-05	6	8.215720e-04	6.020760e-05	6	false	GAMG	5.138190e-04	4.601380e-06	3	true
238           	smoothSolver	3.750150e-05	3.152930e-06	6	9.021910e-04	6.924840e-05	6	8.210770e-04	6.115230e-05	6	false	GAMG	5.092920e-04	4.585000e-06	3	true
239           	smoothSolver	3.714580e-05	3.191290e-06	6	8.932780e-04	7.020270e-05	6	8.146130e-04	6.191470e-05	6	false	GAMG	5.107070e-04	4.761870e-06	3	true
240           	smoothSolver	3.783130e-05	3.294430e-06	6	9.049440e-04	7.169780e-05	6	8.327040e-04	6.393510e-05	6	false	GAMG	5.045150e-04	4.709850e-06	3	true
241           	smoothSolver	3.746840e-05	3.305930e-06	6	9.007710e-04	7.289550e-05	6	8.222410e-04	6.433270e-05	6	false	GAMG	5.029890e-04	4.724760e-06	3	true
242           	smoothSolver	3.740890e-05	3.313300e-06	6	8.987140e-04	7.361000e-05	6	8.211440e-04	6.480360e-05	6	false	GAMG	5.018050e-04	4.630960e-06	3	true
243           	smoothSolver	3.703680e-05	3.329530e-06	6	8.965990e-04	7.497850e-05	6	8.164680e-04	6.571750e-05	6	false	GAMG	5.005500e-04	4.747450e-06	3	true
244           	smoothSolver	3.760340e-05	3.427880e-06	6	9.009220e-04	7.642580e-05	6	8.193980e-04	6.684220e-05	6	false	GAMG	4.995110e-04	4.770550e-06	3	true
245           	smoothSolver	3.768150e-05	3.462100e-06	6	9.020810e-04	7.794050e-05	6	8.220820e-04	6.809910e-05	6	false	GAMG	5.006150e-04	4.895370e-06	3	true
246           	smoothSolver	3.833790e-05	3.535380e-06	6	9.154580e-04	8.009750e-05	6	8.335510e-04	7.047520e-05	6	false	GAMG	5.018120e-04	4.957070e-06	3	true
247           	smoothSolver	3.880080e-05	3.672740e-06	6	9.275920e-04	8.240810e-05	6	8.347580e-04	7.187420e-05	6	false	GAMG	5.039630e-04	2.057780e-06	4	true
248           	smoothSolver	4.015590e-05	3.863770e-06	6	9.515420e-04	8.632200e-05	6	8.554570e-04	7.486340e-05	6	false	GAMG	5.038810e-04	1.906690e-06	4	true
249           	smoothSolver	4.018970e-05	3.959050e-06	6	9.517880e-04	8.711590e-05	6	8.552860e-04	7.585560e-05	6	false	GAMG	5.060610e-04	1.947190e-06	4	true
250           	smoothSolver	4.081060e-05	4.078920e-06	6	9.645140e-04	8.886580e-05	6	8.626150e-04	7.741680e-05	6	false	GAMG	5.084330e-04	1.957220e-06	4	true
251           	smoothSolver	4.127310e-05	3.110540e-06	7	9.646160e-04	9.018800e-05	6	8.701730e-04	7.915590e-05	6	false	GAMG	5.139220e-04	2.019470e-06	4	true
252           	smoothSolver	4.220580e-05	3.201780e-06	7	9.841550e-04	9.226380e-05	6	8.928300e-04	8.186970e-05	6	false	GAMG	5.138540e-04	2.023200e-06	4	true
253           	smoothSolver	4.226120e-05	3.231440e-06	7	9.796620e-04	9.201430e-05	6	8.944730e-04	8.175820e-05	6	false	GAMG	5.143610e-04	2.023010e-06	4	true
254           	smoothSolver	4.249600e-05	3.251420e-06	7	9.843690e-04	9.216750e-05	6	8.974530e-04	8.258580e-05	6	false	GAMG	5.166180e-04	1.977990e-06	4	true
255           	smoothSolver	4.243220e-05	3.271530e-06	7	9.815240e-04	9.198090e-05	6	8.969360e-04	8.272730e-05	6	false	GAMG	5.205810e-04	2.037920e-06	4	true
256           	smoothSolver	4.271770e-05	3.286130e-06	7	9.941990e-04	9.237470e-05	6	9.040960e-04	8.292120e-05	6	false	GAMG	5.181150e-04	1.977040e-06	4	true
257           	smoothSolver	4.211770e-05	3.238660e-06	7	9.745330e-04	9.016850e-05	6	8.946110e-04	8.194580e-05	6	false	GAMG	5.184130e-04	1.986500e-06	4	true
258           	smoothSolver	4.216150e-05	3.199520e-06	7	9.813520e-04	8.990430e-05	6	8.979090e-04	8.209030e-05	6	false	GAMG	5.168550e-04	5.162930e-06	3	true
259           	smoothSolver	4.141730e-05	3.136110e-06	7	9.621950e-04	8.725150e-05	6	8.829530e-04	7.942470e-05	6	false	GAMG	5.180030e-04	2.076140e-06	4	true
260           	smoothSolver	4.196830e-05	3.104860e-06	7	9.763830e-04	8.805200e-05	6	8.925330e-04	8.003550e-05	6	false	GAMG	5.163250e-04	5.137750e-06	3	true
261           	smoothSolver	4.125140e-05	3.067030e-06	7	9.620130e-04	8.651040e-05	6	8.790220e-04	7.790400e-05	6	false	GAMG	5.160000e-04	2.045410e-06	4	true
262           	smoothSolver	4.165410e-05	4.124310e-06	6	9.720650e-04	8.592310e-05	6	8.863500e-04	7.791610e-05	6	false	GAMG	5.142500e-04	5.090980e-06	3	true
263           	smoothSolver	4.093320e-05	4.054500e-06	6	9.509310e-04	8.297050e-05	6	8.708880e-04	7.672720e-05	6	false	GAMG	5.164200e-04	2.018760e-06	4	true
264           	smoothSolver	4.148740e-05	4.047130e-06	6	9.650370e-04	8.335520e-05	6	8.822990e-04	7.689290e-05	6	false	GAMG	5.144710e-04	5.136780e-06	3	true
265           	smoothSolver	4.092500e-05	3.984060e-06	6	9.425050e-04	7.992170e-05	6	8.637340e-04	7.382800e-05	6	false	GAMG	5.151320e-04	1.954320e-06	4	true
266           	smoothSolver	4.110240e-05	3.950350e-06	6	9.541910e-04	7.988760e-05	6	8.674750e-04	7.384820e-05	6	false	GAMG	5.138670e-04	5.038300e-06	3	true
267           	smoothSolver	4.019100e-05	3.862220e-06	6	9.371830e-04	7.734650e-05	6	8.505730e-04	7.177950e-05	6	false	GAMG	5.167910e-04	1.913570e-06	4	true
268           	smoothSolver	4.079070e-05	3.880330e-06	6	9.465940e-04	7.774950e-05	6	8.583880e-04	7.157740e-05	6	false	GAMG	5.199600e-04	5.095640e-06	3	true
269           	smoothSolver	4.106550e-05	3.879840e-06	6	9.429660e-04	7.691850e-05	6	8.671900e-04	7.218470e-05	6	false	GAMG	5.182550e-04	5.156340e-06	3	true
270           	smoothSolver	4.074000e-05	3.800130e-06	6	9.400640e-04	7.568680e-05	6	8.538810e-04	6.910310e-05	6	false	GAMG	5.159020e-04	5.144000e-06	3	true
271           	smoothSolver	4.013090e-05	3.787420e-06	6	9.261960e-04	7.484250e-05	6	8.402740e-04	6.844820e-05	6	false	GAMG	5.157090e-04	1.941440e-06	4	true
272           	smoothSolver	4.063620e-05	3.882580e-06	6	9.355560e-04	7.643540e-05	6	8.479120e-04	6.916350e-05	6	false	GAMG	5.121840e-04	4.973290e-06	3	true
273           	smoothSolver	4.017910e-05	3.900020e-06	6	9.218650e-04	7.569620e-05	6	8.337580e-04	6.822200e-05	6	false	GAMG	5.106620e-04	5.063190e-06	3	true
274           	smoothSolver	4.039140e-05	3.923180e-06	6	9.244260e-04	7.634860e-05	6	8.308130e-04	6.774080e-05	6	false	GAMG	5.089700e-04	5.080550e-06	3	true
275           	smoothSolver	4.026000e-05	3.996950e-06	6	9.193530e-04	7.620430e-05	6	8.285810e-04	6.852160e-05	6	false	GAMG	5.082180e-04	5.015100e-06	3	true
276           	smoothSolver	4.044850e-05	3.021710e-06	7	9.234220e-04	7.693060e-05	6	8.273860e-04	6.879930e-05	6	false	GAMG	5.033700e-04	1.875020e-06	4	true
277           	smoothSolver	4.060870e-05	3.115770e-06	7	9.226510e-04	7.875940e-05	6	8.261090e-04	7.044110e-05	6	false	GAMG	5.018630e-04	4.755120e-06	3	true
278           	smoothSolver	4.101190e-05	3.149400e-06	7	9.187190e-04	7.889350e-05	6	8.206960e-04	7.082510e-05	6	false	GAMG	5.001150e-04	1.857050e-06	4	true
279           	smoothSolver	4.099220e-05	3.246520e-06	7	9.200730e-04	8.087500e-05	6	8.245390e-04	7.269760e-05	6	false	GAMG	4.969710e-04	4.772410e-06	3	true
280           	smoothSolver	4.110390e-05	3.277030e-06	7	9.101870e-04	8.080370e-05	6	8.195800e-04	7.311900e-05	6	false	GAMG	4.958690e-04	1.899790e-06	4	true
281           	smoothSolver	4.148190e-05	3.363750e-06	7	9.133830e-04	8.349400e-05	6	8.233720e-04	7.502790e-05	6	false	GAMG	4.886270e-04	4.817480e-06	3	true
282           	smoothSolver	4.149630e-05	3.395940e-06	7	9.008420e-04	8.298570e-05	6	8.108420e-04	7.465570e-05	6	false	GAMG	4.850100e-04	1.933170e-06	4	true
283           	smoothSolver	4.135350e-05	3.427080e-06	7	8.969700e-04	8.487470e-05	6	8.113020e-04	7.635080e-05	6	false	GAMG	4.804830e-04	4.695470e-06	3	true
284           	smoothSolver	4.134140e-05	3.439600e-06	7	8.881950e-04	8.479810e-05	6	8.062780e-04	7.624230e-05	6	false	GAMG	4.771840e-04	1.917500e-06	4	true
285           	smoothSolver	4.148420e-05	3.493410e-06	7	8.924220e-04	8.669490e-05	6	8.097230e-04	7.717080e-05	6	false	GAMG	4.754440e-04	1.803480e-06	4	true
286           	smoothSolver	4.216050e-05	3.550090e-06	7	8.965090e-04	8.757320e-05	6	8.107060e-04	7.747630e-05	6	false	GAMG	4.735990e-04	1.797830e-06	4	true
287           	smoothSolver	4.175490e-05	3.538160e-06	7	8.929400e-04	8.767130e-05	6	8.064370e-04	7.756910e-05	6	false	GAMG	4.721890e-04	4.676590e-06	3	true
288           	smoothSolver	4.176680e-05	3.540460e-06	7	8.892920e-04	8.677300e-05	6	8.072960e-04	7.714350e-05	6	false	GAMG	4.752420e-04	1.941470e-06	4	true
289           	smoothSolver	4.242110e-05	3.586190e-06	7	9.006160e-04	8.827530e-05	6	8.238140e-04	7.935180e-05	6	false	GAMG	4.721800e-04	4.690530e-06	3	true
290           	smoothSolver	4.204990e-05	3.532350e-06	7	8.958070e-04	8.644840e-05	6	8.071410e-04	7.661550e-05	6	false	GAMG	4.711590e-04	1.856620e-06	4	true
291           	smoothSolver	4.152550e-05	3.521280e-06	7	8.891430e-04	8.638870e-05	6	8.022060e-04	7.679350e-05	6	false	GAMG	4.717090e-04	4.586730e-06	3	true
292           	smoothSolver	4.170830e-05	3.513610e-06	7	8.874980e-04	8.516060e-05	6	8.019550e-04	7.551700e-05	6	false	GAMG	4.728950e-04	1.829490e-06	4	true
293           	smoothSolver	4.150970e-05	3.525890e-06	7	8.857270e-04	8.548350e-05	6	7.981610e-04	7.492590e-05	6	false	GAMG	4.707120e-04	4.520190e-06	3	true
294           	smoothSolver	4.114040e-05	3.486220e-06	7	8.742350e-04	8.343150e-05	6	7.915560e-04	7.366370e-05	6	false	GAMG	4.688390e-04	1.796430e-06	4	true
295           	smoothSolver	4.084970e-05	3.484140e-06	7	8.712030e-04	8.358390e-05	6	7.841610e-04	7.330990e-05	6	false	GAMG	4.706550e-04	4.535480e-06	3	true
296           	smoothSolver	4.101670e-05	3.468780e-06	7	8.726210e-04	8.250650e-05	6	7.884200e-04	7.201570e-05	6	false	GAMG	4.713470e-04	4.679480e-06	3	true
297           	smoothSolver	4.064760e-05	3.417220e-06	7	8.719770e-04	8.150230e-05	6	7.797960e-04	7.041040e-05	6	false	GAMG	4.712100e-04	4.692550e-06	3	true
