# Force and moment coefficients
# dragDir       : (9.84807509e-01 1.73649561e-01 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (-1.73649561e-01 9.84807509e-01 0.00000000e+00)
# rollAxis      : (9.84807509e-01 1.73649561e-01 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (-1.73649561e-01 9.84807509e-01 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
11              	2.44451694e-02	1.93251592e-02	5.12001016e-03	-1.42051491e-01	-2.05217489e-02	-1.21529742e-01	5.05039964e-02	7.10257453e-03	1.22225847e-03	-5.62662344e-21	1.22225847e-03	-1.22225847e-03
12              	7.79020959e-03	1.10584376e-02	-3.26822798e-03	-1.43266656e-01	-2.11535841e-02	-1.22113071e-01	5.04797437e-02	7.16333278e-03	3.89510479e-04	-6.53412612e-21	3.89510479e-04	-3.89510479e-04
13              	1.09115700e-03	6.71809193e-03	-5.62693493e-03	-1.23450269e-01	-1.84212479e-02	-1.05029021e-01	4.33038864e-02	6.17251343e-03	5.45578499e-05	-8.01704371e-21	5.45578499e-05	-5.45578499e-05
14              	5.15511570e-03	6.23265844e-03	-1.07754275e-03	-7.31020119e-02	-1.06976495e-02	-6.24043624e-02	2.58533565e-02	3.65510059e-03	2.57755785e-04	-1.02166904e-20	2.57755785e-04	-2.57755785e-04
15              	1.63445389e-02	8.55019447e-03	7.79434440e-03	-7.55850063e-03	-1.10603699e-05	-7.54744026e-03	3.76818995e-03	3.77925032e-04	8.17226944e-04	-1.18328594e-20	8.17226944e-04	-8.17226944e-04
16              	2.89581964e-02	1.20913831e-02	1.68668133e-02	4.77543023e-02	9.49746251e-03	3.82568398e-02	-1.43796887e-02	-2.38771512e-03	1.44790982e-03	-1.23285352e-20	1.44790982e-03	-1.44790982e-03
17              	3.90431669e-02	1.55541841e-02	2.34889829e-02	7.93479879e-02	1.54371163e-02	6.39108716e-02	-2.42368777e-02	-3.96739940e-03	1.95215835e-03	-1.19411959e-20	1.95215835e-03	-1.95215835e-03
18              	4.52957107e-02	1.82886486e-02	2.70070621e-02	8.71841350e-02	1.75676822e-02	6.96164528e-02	-2.60243853e-02	-4.35920675e-03	2.26478553e-03	-1.13464210e-20	2.26478553e-03	-2.26478553e-03
19              	4.83285811e-02	2.01718628e-02	2.81567183e-02	7.98485552e-02	1.72232362e-02	6.26253190e-02	-2.27010414e-02	-3.99242776e-03	2.41642905e-03	-1.10190403e-20	2.41642905e-03	-2.41642905e-03
20              	4.73718819e-02	2.07777102e-02	2.65941717e-02	5.81646155e-02	1.44004593e-02	4.37641562e-02	-1.46818485e-02	-2.90823078e-03	2.36859410e-03	-1.08376097e-20	2.36859410e-03	-2.36859410e-03
21              	4.32068700e-02	2.01805980e-02	2.30262721e-02	2.84567410e-02	9.99262862e-03	1.84641124e-02	-4.23574188e-03	-1.42283705e-03	2.16034350e-03	-1.10696729e-20	2.16034350e-03	-2.16034350e-03
22              	3.95404964e-02	1.93751002e-02	2.01653962e-02	7.90295930e-03	6.81229964e-03	1.09065966e-03	2.86081999e-03	-3.95147965e-04	1.97702482e-03	-1.19381470e-20	1.97702482e-03	-1.97702482e-03
23              	3.77637155e-02	1.88195022e-02	1.89442133e-02	1.24711106e-03	5.74867748e-03	-4.50156643e-03	5.12512196e-03	-6.23555528e-05	1.88818578e-03	-1.31367218e-20	1.88818578e-03	-1.88818578e-03
24              	3.78704699e-02	1.86366330e-02	1.92338369e-02	5.97203974e-03	6.48539651e-03	-5.13356774e-04	3.49937664e-03	-2.98601987e-04	1.89352350e-03	-1.42734076e-20	1.89352350e-03	-1.89352350e-03
25              	3.91603570e-02	1.87144064e-02	2.04459506e-02	1.73154419e-02	8.36543400e-03	8.95000795e-03	-2.92286977e-04	-8.65772097e-04	1.95801785e-03	-1.50892792e-20	1.95801785e-03	-1.95801785e-03
26              	4.09671284e-02	1.89378564e-02	2.20292720e-02	3.09141568e-02	1.07194581e-02	2.01946987e-02	-4.73762028e-03	-1.54570784e-03	2.04835642e-03	-1.55337797e-20	2.04835642e-03	-2.04835642e-03
27              	4.27867945e-02	1.92123369e-02	2.35744575e-02	4.36212058e-02	1.30624187e-02	3.05587871e-02	-8.74818422e-03	-2.18106029e-03	2.13933972e-03	-1.56236940e-20	2.13933972e-03	-2.13933972e-03
28              	4.47209353e-02	1.96209608e-02	2.50999745e-02	5.47901370e-02	1.53230593e-02	3.94670777e-02	-1.20720092e-02	-2.73950685e-03	2.23604677e-03	-1.54240395e-20	2.23604677e-03	-2.23604677e-03
29              	4.62648256e-02	2.00442007e-02	2.62206249e-02	6.17642416e-02	1.69898118e-02	4.47744298e-02	-1.38923090e-02	-3.08821208e-03	2.31324128e-03	-1.50077755e-20	2.31324128e-03	-2.31324128e-03
30              	4.67991621e-02	2.02603417e-02	2.65388204e-02	6.27847873e-02	1.76915496e-02	4.50932377e-02	-1.37008440e-02	-3.13923937e-03	2.33995810e-03	-1.44767891e-20	2.33995810e-03	-2.33995810e-03
31              	4.63866106e-02	2.01986958e-02	2.61879148e-02	5.98921892e-02	1.77242830e-02	4.21679062e-02	-1.22218116e-02	-2.99460946e-03	2.31933053e-03	-1.40033677e-20	2.31933053e-03	-2.31933053e-03
32              	4.55030494e-02	1.99870870e-02	2.55159624e-02	5.52887533e-02	1.74075089e-02	3.78812444e-02	-1.02368678e-02	-2.76443767e-03	2.27515247e-03	-1.36634266e-20	2.27515247e-03	-2.27515247e-03
33              	4.45890173e-02	1.97455674e-02	2.48434499e-02	5.09788252e-02	1.70682629e-02	3.39105622e-02	-8.42114964e-03	-2.54894126e-03	2.22945086e-03	-1.34783195e-20	2.22945086e-03	-2.22945086e-03
34              	4.40477123e-02	1.95900919e-02	2.44576204e-02	4.86752847e-02	1.69915572e-02	3.16837275e-02	-7.34608519e-03	-2.43376423e-03	2.20238562e-03	-1.34528276e-20	2.20238562e-03	-2.20238562e-03
35              	4.41109154e-02	1.95876008e-02	2.45233146e-02	4.93571388e-02	1.73833765e-02	3.19737624e-02	-7.29519295e-03	-2.46785694e-03	2.20554577e-03	-1.35558969e-20	2.20554577e-03	-2.20554577e-03
36              	4.48815749e-02	1.97718705e-02	2.51097044e-02	5.33783391e-02	1.83533550e-02	3.50249842e-02	-8.33581459e-03	-2.66891696e-03	2.24407875e-03	-1.37553514e-20	2.24407875e-03	-2.24407875e-03
37              	4.60204393e-02	2.00733822e-02	2.59470571e-02	5.87367490e-02	1.95860432e-02	3.91507058e-02	-9.78233133e-03	-2.93683745e-03	2.30102197e-03	-1.39253107e-20	2.30102197e-03	-2.30102197e-03
38              	4.74881422e-02	2.04826474e-02	2.70054948e-02	6.52284748e-02	2.10754580e-02	4.41530169e-02	-1.15387795e-02	-3.26142374e-03	2.37440711e-03	-1.40761984e-20	2.37440711e-03	-2.37440711e-03
39              	4.91115941e-02	2.09556383e-02	2.81559558e-02	7.20031743e-02	2.26865081e-02	4.93166662e-02	-1.33150790e-02	-3.60015872e-03	2.45557971e-03	-1.41830365e-20	2.45557971e-03	-2.45557971e-03
40              	5.06563575e-02	2.14252660e-02	2.92310915e-02	7.80582548e-02	2.42368032e-02	5.38214516e-02	-1.47923242e-02	-3.90291274e-03	2.53281787e-03	-1.42345331e-20	2.53281787e-03	-2.53281787e-03
41              	5.19831079e-02	2.18508938e-02	3.01322142e-02	8.28132039e-02	2.56036485e-02	5.72095553e-02	-1.58029534e-02	-4.14066019e-03	2.59915540e-03	-1.42339941e-20	2.59915540e-03	-2.59915540e-03
42              	5.29998332e-02	2.21965111e-02	3.08033221e-02	8.60681098e-02	2.67300725e-02	5.93380374e-02	-1.63039824e-02	-4.30340549e-03	2.64999166e-03	-1.41995233e-20	2.64999166e-03	-2.64999166e-03
43              	5.37674103e-02	2.24693527e-02	3.12980576e-02	8.82870486e-02	2.76741404e-02	6.06129082e-02	-1.64693839e-02	-4.41435243e-03	2.68837051e-03	-1.41619116e-20	2.68837051e-03	-2.68837051e-03
44              	5.44135542e-02	2.27003817e-02	3.17131725e-02	9.01279073e-02	2.85421803e-02	6.15857269e-02	-1.65217733e-02	-4.50639536e-03	2.72067771e-03	-1.41331340e-20	2.72067771e-03	-2.72067771e-03
45              	5.50420016e-02	2.29182409e-02	3.21237608e-02	9.20551993e-02	2.94064679e-02	6.26487314e-02	-1.66211318e-02	-4.60275996e-03	2.75210008e-03	-1.41252390e-20	2.75210008e-03	-2.75210008e-03
46              	5.57525802e-02	2.31516012e-02	3.26009790e-02	9.44937777e-02	3.03532191e-02	6.41405585e-02	-1.68936697e-02	-4.72468888e-03	2.78762901e-03	-1.41333059e-20	2.78762901e-03	-2.78762901e-03
47              	5.65535656e-02	2.34014554e-02	3.31521102e-02	9.75065486e-02	3.13869587e-02	6.61195899e-02	-1.73663156e-02	-4.87532743e-03	2.82767828e-03	-1.41568320e-20	2.82767828e-03	-2.82767828e-03
48              	5.74450486e-02	2.36710693e-02	3.37739793e-02	1.01029100e-01	3.25141017e-02	6.85149981e-02	-1.80004482e-02	-5.05145499e-03	2.87225243e-03	-1.41898163e-20	2.87225243e-03	-2.87225243e-03
49              	5.85068112e-02	2.39890239e-02	3.45177873e-02	1.05287634e-01	3.38095312e-02	7.14781026e-02	-1.88342857e-02	-5.26438169e-03	2.92534056e-03	-1.42310373e-20	2.92534056e-03	-2.92534056e-03
50              	5.95880415e-02	2.43131818e-02	3.52748597e-02	1.09616779e-01	3.51447804e-02	7.44719982e-02	-1.96636089e-02	-5.48083893e-03	2.97940207e-03	-1.42661977e-20	2.97940207e-03	-2.97940207e-03
51              	6.07411258e-02	2.46663376e-02	3.60747882e-02	1.14084506e-01	3.65639882e-02	7.75205176e-02	-2.04782647e-02	-5.70422529e-03	3.03705629e-03	-1.42927382e-20	3.03705629e-03	-3.03705629e-03
52              	6.17344780e-02	2.49813497e-02	3.67531283e-02	1.17717785e-01	3.78576989e-02	7.98600865e-02	-2.10011938e-02	-5.88588927e-03	3.08672390e-03	-1.42908159e-20	3.08672390e-03	-3.08672390e-03
53              	6.25132775e-02	2.52430323e-02	3.72702452e-02	1.20272128e-01	3.89669377e-02	8.13051907e-02	-2.11691265e-02	-6.01360642e-03	3.12566388e-03	-1.42602840e-20	3.12566388e-03	-3.12566388e-03
54              	6.31029014e-02	2.54560252e-02	3.76468762e-02	1.21908509e-01	3.99130626e-02	8.19954467e-02	-2.10411920e-02	-6.09542546e-03	3.15514507e-03	-1.42020528e-20	3.15514507e-03	-3.15514507e-03
55              	6.35650083e-02	2.56336425e-02	3.79313658e-02	1.22977233e-01	4.07452821e-02	8.22319507e-02	-2.07433343e-02	-6.14886164e-03	3.17825041e-03	-1.41288051e-20	3.17825041e-03	-3.17825041e-03
56              	6.40003646e-02	2.57984616e-02	3.82019030e-02	1.24034415e-01	4.15665202e-02	8.24678943e-02	-2.04506870e-02	-6.20172073e-03	3.20001823e-03	-1.40487921e-20	3.20001823e-03	-3.20001823e-03
57              	6.44840565e-02	2.59660531e-02	3.85180034e-02	1.25519503e-01	4.24505079e-02	8.30689947e-02	-2.03092434e-02	-6.27597513e-03	3.22420283e-03	-1.39764872e-20	3.22420283e-03	-3.22420283e-03
58              	6.48905215e-02	2.60890162e-02	3.88015054e-02	1.27124892e-01	4.32700231e-02	8.38548691e-02	-2.02924230e-02	-6.35624461e-03	3.24452608e-03	-1.39265323e-20	3.24452608e-03	-3.24452608e-03
59              	6.54838609e-02	2.62653607e-02	3.92185002e-02	1.29531395e-01	4.42785578e-02	8.52528368e-02	-2.04871395e-02	-6.47656973e-03	3.27419304e-03	-1.38859829e-20	3.27419304e-03	-3.27419304e-03
60              	6.62192591e-02	2.64796430e-02	3.97396161e-02	1.32599732e-01	4.54388427e-02	8.71608889e-02	-2.08610231e-02	-6.62998658e-03	3.31096295e-03	-1.38524035e-20	3.31096295e-03	-3.31096295e-03
61              	6.70165014e-02	2.67090786e-02	4.03074228e-02	1.35983442e-01	4.66591581e-02	8.93242839e-02	-2.13325629e-02	-6.79917210e-03	3.35082507e-03	-1.38253892e-20	3.35082507e-03	-3.35082507e-03
62              	6.83324053e-02	2.70991117e-02	4.12332936e-02	1.41341819e-01	4.84435740e-02	9.28982449e-02	-2.22273355e-02	-7.06709095e-03	3.41662026e-03	-1.37916293e-20	3.41662026e-03	-3.41662026e-03
63              	6.97613778e-02	2.75204893e-02	4.22408885e-02	1.47203992e-01	5.03581164e-02	9.68458754e-02	-2.32438795e-02	-7.36019959e-03	3.48806889e-03	-1.37501762e-20	3.48806889e-03	-3.48806889e-03
64              	7.16806757e-02	2.80852190e-02	4.35954567e-02	1.55102378e-01	5.28161472e-02	1.02286230e-01	-2.47350416e-02	-7.75511888e-03	3.58403379e-03	-1.36905573e-20	3.58403379e-03	-3.58403379e-03
65              	7.32665275e-02	2.85410897e-02	4.47254378e-02	1.61843481e-01	5.49642843e-02	1.06879197e-01	-2.59574563e-02	-8.09217406e-03	3.66332637e-03	-1.36232095e-20	3.66332637e-03	-3.66332637e-03
66              	7.42277845e-02	2.88044446e-02	4.54233399e-02	1.66188953e-01	5.65030706e-02	1.09685882e-01	-2.65914057e-02	-8.30944763e-03	3.71138922e-03	-1.35534502e-20	3.71138922e-03	-3.71138922e-03
67              	7.46800561e-02	2.89136586e-02	4.57663975e-02	1.68527388e-01	5.75452662e-02	1.10982122e-01	-2.67184281e-02	-8.42636942e-03	3.73400280e-03	-1.34816276e-20	3.73400280e-03	-3.73400280e-03
68              	7.49394339e-02	2.89714149e-02	4.59680190e-02	1.69966041e-01	5.84389926e-02	1.11527048e-01	-2.65440277e-02	-8.49830204e-03	3.74697169e-03	-1.34000375e-20	3.74697169e-03	-3.74697169e-03
69              	7.51128735e-02	2.90113521e-02	4.61015214e-02	1.70901692e-01	5.92269566e-02	1.11674736e-01	-2.62238895e-02	-8.54508461e-03	3.75564367e-03	-1.33137026e-20	3.75564367e-03	-3.75564367e-03
70              	7.52232813e-02	2.90322970e-02	4.61909842e-02	1.71586872e-01	5.98810300e-02	1.11705842e-01	-2.59124061e-02	-8.57934360e-03	3.76116406e-03	-1.32441845e-20	3.76116406e-03	-3.76116406e-03
71              	7.57138778e-02	2.91810510e-02	4.65328268e-02	1.73517759e-01	6.10293605e-02	1.12488398e-01	-2.57295188e-02	-8.67588793e-03	3.78569389e-03	-1.31438788e-20	3.78569389e-03	-3.78569389e-03
72              	7.64627121e-02	2.94061747e-02	4.70565374e-02	1.76503627e-01	6.24558177e-02	1.14047809e-01	-2.57959956e-02	-8.82518133e-03	3.82313560e-03	-1.30400380e-20	3.82313560e-03	-3.82313560e-03
73              	7.69839464e-02	2.95484996e-02	4.74354468e-02	1.78869472e-01	6.35560479e-02	1.15313424e-01	-2.58786882e-02	-8.94347361e-03	3.84919732e-03	-1.29719882e-20	3.84919732e-03	-3.84919732e-03
74              	7.78221993e-02	2.97790121e-02	4.80431873e-02	1.82641752e-01	6.50509177e-02	1.17590834e-01	-2.62699584e-02	-9.13208761e-03	3.89110997e-03	-1.28970343e-20	3.89110997e-03	-3.89110997e-03
75              	7.89258003e-02	3.00793676e-02	4.88464327e-02	1.87670651e-01	6.68670522e-02	1.20803598e-01	-2.69682731e-02	-9.38353253e-03	3.94629001e-03	-1.28129435e-20	3.94629001e-03	-3.94629001e-03
76              	7.97272946e-02	3.02826843e-02	4.94446103e-02	1.91619259e-01	6.82935086e-02	1.23325751e-01	-2.75161210e-02	-9.58096296e-03	3.98636473e-03	-1.27465005e-20	3.98636473e-03	-3.98636473e-03
77              	8.08745105e-02	3.05790224e-02	5.02954881e-02	1.97164656e-01	7.01981284e-02	1.26966528e-01	-2.83841998e-02	-9.85823282e-03	4.04372552e-03	-1.26530684e-20	4.04372552e-03	-4.04372552e-03
78              	8.21037920e-02	3.08910472e-02	5.12127449e-02	2.03216977e-01	7.22671314e-02	1.30949846e-01	-2.93413572e-02	-1.01608489e-02	4.10518960e-03	-1.25443073e-20	4.10518960e-03	-4.10518960e-03
79              	8.32827039e-02	3.11848976e-02	5.20978063e-02	2.09129087e-01	7.43415987e-02	1.34787488e-01	-3.02229447e-02	-1.04564543e-02	4.16413519e-03	-1.24155163e-20	4.16413519e-03	-4.16413519e-03
80              	8.42578810e-02	3.14209968e-02	5.28368842e-02	2.14158875e-01	7.62308793e-02	1.37927996e-01	-3.08485581e-02	-1.07079437e-02	4.21289405e-03	-1.22705881e-20	4.21289405e-03	-4.21289405e-03
81              	8.48589010e-02	3.15528027e-02	5.33060983e-02	2.17532956e-01	7.76957469e-02	1.39837209e-01	-3.10707310e-02	-1.08766478e-02	4.24294505e-03	-1.21296257e-20	4.24294505e-03	-4.24294505e-03
82              	8.50701026e-02	3.15760384e-02	5.34940643e-02	2.19180259e-01	7.86773387e-02	1.40502921e-01	-3.09127909e-02	-1.09590130e-02	4.25350513e-03	-1.20125958e-20	4.25350513e-03	-4.25350513e-03
83              	8.51222673e-02	3.15575155e-02	5.35647519e-02	2.20072364e-01	7.94766128e-02	1.40595751e-01	-3.05595691e-02	-1.10036182e-02	4.25611337e-03	-1.19027899e-20	4.25611337e-03	-4.25611337e-03
84              	8.50850761e-02	3.15142557e-02	5.35708204e-02	2.20565646e-01	8.01205998e-02	1.40445046e-01	-3.01622234e-02	-1.10282823e-02	4.25425381e-03	-1.18152434e-20	4.25425381e-03	-4.25425381e-03
85              	8.52096339e-02	3.15169845e-02	5.36926494e-02	2.21756649e-01	8.10720413e-02	1.40684608e-01	-2.98062833e-02	-1.10878325e-02	4.26048170e-03	-1.17121798e-20	4.26048170e-03	-4.26048170e-03
86              	8.56050872e-02	3.15964877e-02	5.40085996e-02	2.24121119e-01	8.24093692e-02	1.41711750e-01	-2.96511904e-02	-1.12060560e-02	4.28025436e-03	-1.15940974e-20	4.28025436e-03	-4.28025436e-03
87              	8.61841267e-02	3.17225771e-02	5.44615496e-02	2.27389725e-01	8.39710944e-02	1.43418630e-01	-2.97237679e-02	-1.13694862e-02	4.30920633e-03	-1.14791402e-20	4.30920633e-03	-4.30920633e-03
88              	8.68619806e-02	3.18683922e-02	5.49935884e-02	2.31251962e-01	8.56202017e-02	1.45631760e-01	-3.00057794e-02	-1.15625981e-02	4.34309903e-03	-1.13758709e-20	4.34309903e-03	-4.34309903e-03
89              	8.75516939e-02	3.20090814e-02	5.55426125e-02	2.35335311e-01	8.72434049e-02	1.48091906e-01	-3.04242505e-02	-1.17667655e-02	4.37758469e-03	-1.12779563e-20	4.37758469e-03	-4.37758469e-03
90              	8.82201627e-02	3.21365082e-02	5.60836545e-02	2.39471463e-01	8.88204176e-02	1.50651046e-01	-3.09153140e-02	-1.19735732e-02	4.41100813e-03	-1.11805158e-20	4.41100813e-03	-4.41100813e-03
91              	8.88232325e-02	3.22400270e-02	5.65832055e-02	2.43431786e-01	9.03278411e-02	1.53103945e-01	-3.13880519e-02	-1.21715893e-02	4.44116163e-03	-1.10761599e-20	4.44116163e-03	-4.44116163e-03
92              	8.91189731e-02	3.22585236e-02	5.68604495e-02	2.46019259e-01	9.14127246e-02	1.54606534e-01	-3.15969049e-02	-1.23009630e-02	4.45594865e-03	-1.09924574e-20	4.45594865e-03	-4.45594865e-03
93              	8.93000377e-02	3.22465778e-02	5.70534599e-02	2.48068820e-01	9.23905992e-02	1.55678221e-01	-3.16438110e-02	-1.24034410e-02	4.46500188e-03	-1.09091418e-20	4.46500188e-03	-4.46500188e-03
94              	8.96423862e-02	3.22723226e-02	5.73700637e-02	2.50977411e-01	9.37410971e-02	1.57236313e-01	-3.17476082e-02	-1.25488705e-02	4.48211931e-03	-1.07849643e-20	4.48211931e-03	-4.48211931e-03
95              	8.98711889e-02	3.22672000e-02	5.76039889e-02	2.53367889e-01	9.49584809e-02	1.58409408e-01	-3.17254634e-02	-1.26683944e-02	4.49355945e-03	-1.06719305e-20	4.49355945e-03	-4.49355945e-03
96              	9.01116917e-02	3.22625113e-02	5.78491804e-02	2.55866691e-01	9.62538029e-02	1.59612888e-01	-3.16795426e-02	-1.27933345e-02	4.50558459e-03	-1.05485074e-20	4.50558459e-03	-4.50558459e-03
97              	9.05290362e-02	3.22982533e-02	5.82307829e-02	2.59325296e-01	9.78916983e-02	1.61433597e-01	-3.17709495e-02	-1.29662648e-02	4.52645181e-03	-1.03880470e-20	4.52645181e-03	-4.52645181e-03
98              	9.09844047e-02	3.23415043e-02	5.86429005e-02	2.63013962e-01	9.96007236e-02	1.63413239e-01	-3.19062574e-02	-1.31506981e-02	4.54922024e-03	-1.02211941e-20	4.54922024e-03	-4.54922024e-03
99              	9.13156457e-02	3.23516047e-02	5.89640410e-02	2.66124363e-01	1.01087597e-01	1.65036766e-01	-3.19745848e-02	-1.33062182e-02	4.56578229e-03	-1.00752895e-20	4.56578229e-03	-4.56578229e-03
100             	9.15053158e-02	3.23253005e-02	5.91800153e-02	2.68547148e-01	1.02321806e-01	1.66225343e-01	-3.19517685e-02	-1.34273574e-02	4.57526579e-03	-9.95656199e-21	4.57526579e-03	-4.57526579e-03
101             	9.15355552e-02	3.22546824e-02	5.92808729e-02	2.70261905e-01	1.03305255e-01	1.66956650e-01	-3.18256979e-02	-1.35130953e-02	4.57677776e-03	-9.85761831e-21	4.57677776e-03	-4.57677776e-03
102             	9.14770662e-02	3.21619145e-02	5.93151517e-02	2.71532372e-01	1.04179486e-01	1.67352886e-01	-3.15867001e-02	-1.35766186e-02	4.57385331e-03	-9.76619999e-21	4.57385331e-03	-4.57385331e-03
103             	9.13122774e-02	3.20427288e-02	5.92695486e-02	2.72268198e-01	1.04924420e-01	1.67343778e-01	-3.12096793e-02	-1.36134099e-02	4.56561387e-03	-9.68625333e-21	4.56561387e-03	-4.56561387e-03
104             	9.10789473e-02	3.19051328e-02	5.91738145e-02	2.72686817e-01	1.05634820e-01	1.67051997e-01	-3.07085886e-02	-1.36343409e-02	4.55394737e-03	-9.60865453e-21	4.55394737e-03	-4.55394737e-03
105             	9.08203867e-02	3.17586135e-02	5.90617732e-02	2.73031597e-01	1.06365284e-01	1.66666313e-01	-3.01505143e-02	-1.36515799e-02	4.54101933e-03	-9.53256194e-21	4.54101933e-03	-4.54101933e-03
106             	9.06076750e-02	3.16220678e-02	5.89856072e-02	2.73635394e-01	1.07170730e-01	1.66464663e-01	-2.96469663e-02	-1.36817697e-02	4.53038375e-03	-9.45550336e-21	4.53038375e-03	-4.53038375e-03
107             	9.04295635e-02	3.14886823e-02	5.89408812e-02	2.74521989e-01	1.08025175e-01	1.66496814e-01	-2.92358193e-02	-1.37260995e-02	4.52147817e-03	-9.37617450e-21	4.52147817e-03	-4.52147817e-03
108             	9.03435095e-02	3.13750214e-02	5.89684882e-02	2.75934668e-01	1.08996404e-01	1.66938264e-01	-2.89709296e-02	-1.37967334e-02	4.51717548e-03	-9.29183764e-21	4.51717548e-03	-4.51717548e-03
109             	9.03098396e-02	3.12697296e-02	5.90401100e-02	2.77703804e-01	1.10020320e-01	1.67683484e-01	-2.88315820e-02	-1.38851902e-02	4.51549198e-03	-9.20555157e-21	4.51549198e-03	-4.51549198e-03
110             	9.02510497e-02	3.11573772e-02	5.90936726e-02	2.79362954e-01	1.10953594e-01	1.68409360e-01	-2.87278827e-02	-1.39681477e-02	4.51255249e-03	-9.13005153e-21	4.51255249e-03	-4.51255249e-03
111             	9.02908928e-02	3.10652668e-02	5.92256261e-02	2.81603593e-01	1.12072424e-01	1.69531169e-01	-2.87293725e-02	-1.40801796e-02	4.51454464e-03	-9.03043940e-21	4.51454464e-03	-4.51454464e-03
112             	9.03792984e-02	3.09814163e-02	5.93978821e-02	2.84164658e-01	1.13300373e-01	1.70864284e-01	-2.87819556e-02	-1.42082329e-02	4.51896492e-03	-8.90921060e-21	4.51896492e-03	-4.51896492e-03
113             	9.04213701e-02	3.08858291e-02	5.95355410e-02	2.86497119e-01	1.14462066e-01	1.72035053e-01	-2.87864933e-02	-1.43248560e-02	4.52106851e-03	-8.78308019e-21	4.52106851e-03	-4.52106851e-03
114             	9.03762031e-02	3.07699270e-02	5.96062761e-02	2.88363492e-01	1.15483969e-01	1.72879523e-01	-2.86977772e-02	-1.44181746e-02	4.51881015e-03	-8.66311612e-21	4.51881015e-03	-4.51881015e-03
