# Force and moment coefficients
# dragDir       : (9.84807509e-01 1.73649561e-01 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (-1.73649561e-01 9.84807509e-01 0.00000000e+00)
# rollAxis      : (9.84807509e-01 1.73649561e-01 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (-1.73649561e-01 9.84807509e-01 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1352            	1.52764687e-02	4.51470648e-03	1.07617622e-02	6.24705573e-02	5.66392245e-02	5.83133284e-03	2.54039458e-02	-3.12352786e-03	7.63823435e-04	-1.64881915e-23	7.63823435e-04	-7.63823435e-04
1353            	1.53517305e-02	4.52956494e-03	1.08221655e-02	6.29260060e-02	5.66847977e-02	6.24120829e-03	2.52217947e-02	-3.14630030e-03	7.67586524e-04	-2.80853956e-23	7.67586524e-04	-7.67586524e-04
1354            	1.54277546e-02	4.54411003e-03	1.08836446e-02	6.33953452e-02	5.67355061e-02	6.65983911e-03	2.50378335e-02	-3.16976726e-03	7.71387729e-04	-3.96000853e-23	7.71387729e-04	-7.71387729e-04
1355            	1.55051865e-02	4.55890938e-03	1.09462771e-02	6.38736773e-02	5.67900078e-02	7.08366952e-03	2.48531691e-02	-3.19368387e-03	7.75259325e-04	-5.11953485e-23	7.75259325e-04	-7.75259325e-04
1356            	1.55835615e-02	4.57390640e-03	1.10096551e-02	6.43574869e-02	5.68475213e-02	7.50996558e-03	2.46687778e-02	-3.21787434e-03	7.79178075e-04	-6.33177661e-23	7.79178075e-04	-7.79178075e-04
1357            	1.56613239e-02	4.58857437e-03	1.10727495e-02	6.48417517e-02	5.69072082e-02	7.93454352e-03	2.44863323e-02	-3.24208759e-03	7.83066195e-04	-7.53097928e-23	7.83066195e-04	-7.83066195e-04
1358            	1.57373835e-02	4.60216403e-03	1.11352194e-02	6.53305541e-02	5.69700794e-02	8.36047470e-03	2.43048024e-02	-3.26652771e-03	7.86869173e-04	-8.76171833e-23	7.86869173e-04	-7.86869173e-04
1359            	1.58116221e-02	4.61494034e-03	1.11966818e-02	6.58174146e-02	5.70346830e-02	8.78273158e-03	2.41259757e-02	-3.29087073e-03	7.90581107e-04	-9.99632537e-23	7.90581107e-04	-7.90581107e-04
1360            	1.58838264e-02	4.62649471e-03	1.12573317e-02	6.63083699e-02	5.71024456e-02	9.20592433e-03	2.39482606e-02	-3.31541850e-03	7.94191321e-04	-1.12804892e-22	7.94191321e-04	-7.94191321e-04
1361            	1.59545502e-02	4.63732841e-03	1.13172218e-02	6.67989335e-02	5.71723764e-02	9.62655705e-03	2.37729097e-02	-3.33994667e-03	7.97727509e-04	-1.25910280e-22	7.97727509e-04	-7.97727509e-04
1362            	1.60243761e-02	4.64756534e-03	1.13768108e-02	6.72924544e-02	5.72451963e-02	1.00472581e-02	2.35989691e-02	-3.36462272e-03	8.01218805e-04	-1.39417173e-22	8.01218805e-04	-8.01218805e-04
1363            	1.60944456e-02	4.65774088e-03	1.14367047e-02	6.77896387e-02	5.73207858e-02	1.04688528e-02	2.34259665e-02	-3.38948193e-03	8.04722282e-04	-1.53037281e-22	8.04722282e-04	-8.04722282e-04
1364            	1.61652273e-02	4.66760555e-03	1.14976218e-02	6.83001625e-02	5.74012901e-02	1.08988724e-02	2.32512089e-02	-3.41500812e-03	8.08261367e-04	-1.67165975e-22	8.08261367e-04	-8.08261367e-04
1365            	1.62367284e-02	4.67718666e-03	1.15595417e-02	6.88235506e-02	5.74865737e-02	1.13369769e-02	2.30747984e-02	-3.44117753e-03	8.11836419e-04	-1.81664184e-22	8.11836419e-04	-8.11836419e-04
1366            	1.63084205e-02	4.68630246e-03	1.16221181e-02	6.93581562e-02	5.75763738e-02	1.17817824e-02	2.28972957e-02	-3.46790781e-03	8.15421027e-04	-1.96492804e-22	8.15421027e-04	-8.15421027e-04
1367            	1.63798795e-02	4.69509589e-03	1.16847836e-02	6.98968769e-02	5.76690890e-02	1.22277879e-02	2.27206506e-02	-3.49484385e-03	8.18993974e-04	-2.11256410e-22	8.18993974e-04	-8.18993974e-04
1368            	1.64517233e-02	4.70353574e-03	1.17481876e-02	7.04465183e-02	5.77663135e-02	1.26802048e-02	2.25430544e-02	-3.52232591e-03	8.22586166e-04	-2.26123161e-22	8.22586166e-04	-8.22586166e-04
1369            	1.65251839e-02	4.71207434e-03	1.18131095e-02	7.10103519e-02	5.78686553e-02	1.31416966e-02	2.23634793e-02	-3.55051760e-03	8.26259194e-04	-2.40921578e-22	8.26259194e-04	-8.26259194e-04
1370            	1.66014733e-02	4.72130410e-03	1.18801692e-02	7.15886508e-02	5.79758849e-02	1.36127660e-02	2.21815595e-02	-3.57943254e-03	8.30073664e-04	-2.55279204e-22	8.30073664e-04	-8.30073664e-04
1371            	1.66792459e-02	4.73071075e-03	1.19485351e-02	7.21782438e-02	5.80873920e-02	1.40908517e-02	2.19982701e-02	-3.60891219e-03	8.33962294e-04	-2.69371153e-22	8.33962294e-04	-8.33962294e-04
1372            	1.67565702e-02	4.73943643e-03	1.20171338e-02	7.27769737e-02	5.82029542e-02	1.45740195e-02	2.18144674e-02	-3.63884868e-03	8.37828512e-04	-2.83569640e-22	8.37828512e-04	-8.37828512e-04
1373            	1.68320394e-02	4.74729481e-03	1.20847446e-02	7.33744979e-02	5.83203489e-02	1.50541490e-02	2.16331000e-02	-3.66872490e-03	8.41601970e-04	-2.97864941e-22	8.41601970e-04	-8.41601970e-04
1374            	1.69057729e-02	4.75434801e-03	1.21514249e-02	7.39707684e-02	5.84395368e-02	1.55312316e-02	2.14541526e-02	-3.69853842e-03	8.45288643e-04	-3.12337533e-22	8.45288643e-04	-8.45288643e-04
1375            	1.69781658e-02	4.76072654e-03	1.22174392e-02	7.45671269e-02	5.85607561e-02	1.60063708e-02	2.12771926e-02	-3.72835635e-03	8.48908289e-04	-3.27034132e-22	8.48908289e-04	-8.48908289e-04
1376            	1.70492668e-02	4.76638544e-03	1.22828813e-02	7.51649588e-02	5.86843766e-02	1.64805822e-02	2.11018972e-02	-3.75824794e-03	8.52463338e-04	-3.42145576e-22	8.52463338e-04	-8.52463338e-04
1377            	1.71209967e-02	4.77230706e-03	1.23486896e-02	7.57638259e-02	5.88099657e-02	1.69538602e-02	2.09280527e-02	-3.78819129e-03	8.56049835e-04	-3.57139236e-22	8.56049835e-04	-8.56049835e-04
1378            	1.71922353e-02	4.77733526e-03	1.24149000e-02	7.63756476e-02	5.89405195e-02	1.74351281e-02	2.07526957e-02	-3.81878238e-03	8.59611764e-04	-3.72871234e-22	8.59611764e-04	-8.59611764e-04
1379            	1.72637976e-02	4.78235648e-03	1.24814411e-02	7.69908463e-02	5.90736965e-02	1.79171499e-02	2.05782733e-02	-3.84954232e-03	8.63189879e-04	-3.88545377e-22	8.63189879e-04	-8.63189879e-04
1380            	1.73343095e-02	4.78652187e-03	1.25477876e-02	7.76126572e-02	5.92105950e-02	1.84020622e-02	2.04042664e-02	-3.88063286e-03	8.66715473e-04	-4.03974887e-22	8.66715473e-04	-8.66715473e-04
1381            	1.74094958e-02	4.79217132e-03	1.26173244e-02	7.82515312e-02	5.93527166e-02	1.88988146e-02	2.02269510e-02	-3.91257656e-03	8.70474788e-04	-4.19990845e-22	8.70474788e-04	-8.70474788e-04
1382            	1.74899055e-02	4.79921095e-03	1.26906946e-02	7.89148365e-02	5.95017582e-02	1.94130783e-02	2.00443399e-02	-3.94574183e-03	8.74495277e-04	-4.35030956e-22	8.74495277e-04	-8.74495277e-04
1383            	1.75771590e-02	4.80842635e-03	1.27687326e-02	7.96030627e-02	5.96572092e-02	1.99458536e-02	1.98556778e-02	-3.98015314e-03	8.78857949e-04	-4.50210491e-22	8.78857949e-04	-8.78857949e-04
1384            	1.76682648e-02	4.81826722e-03	1.28499976e-02	8.03173038e-02	5.98197322e-02	2.04975715e-02	1.96610804e-02	-4.01586519e-03	8.83413241e-04	-4.65297176e-22	8.83413241e-04	-8.83413241e-04
1385            	1.77594446e-02	4.82716475e-03	1.29322798e-02	8.10511505e-02	5.99883945e-02	2.10627560e-02	1.94628193e-02	-4.05255752e-03	8.87972228e-04	-4.80248921e-22	8.87972228e-04	-8.87972228e-04
1386            	1.78486646e-02	4.83502159e-03	1.30136431e-02	8.17862147e-02	6.01590883e-02	2.16271264e-02	1.92659810e-02	-4.08931073e-03	8.92433232e-04	-4.96391801e-22	8.92433232e-04	-8.92433232e-04
1387            	1.79326982e-02	4.84126548e-03	1.30914327e-02	8.25016721e-02	6.03278319e-02	2.21738402e-02	1.90769958e-02	-4.12508360e-03	8.96634908e-04	-5.12625844e-22	8.96634908e-04	-8.96634908e-04
1388            	1.80107643e-02	4.84570915e-03	1.31650552e-02	8.31934604e-02	6.04940370e-02	2.26994234e-02	1.88973068e-02	-4.15967302e-03	9.00538217e-04	-5.29103790e-22	9.00538217e-04	-9.00538217e-04
1389            	1.80854868e-02	4.84912309e-03	1.32363637e-02	8.38724063e-02	6.06599243e-02	2.32124820e-02	1.87237211e-02	-4.19362031e-03	9.04274340e-04	-5.45882736e-22	9.04274340e-04	-9.04274340e-04
1390            	1.81578571e-02	4.85168829e-03	1.33061689e-02	8.45448057e-02	6.08269051e-02	2.37179007e-02	1.85545022e-02	-4.22724029e-03	9.07892857e-04	-5.63089964e-22	9.07892857e-04	-9.07892857e-04
1391            	1.82261723e-02	4.85272210e-03	1.33734502e-02	8.52072809e-02	6.09943009e-02	2.42129800e-02	1.83906604e-02	-4.26036405e-03	9.11308614e-04	-5.79956087e-22	9.11308614e-04	-9.11308614e-04
1392            	1.83007654e-02	4.85624699e-03	1.34445184e-02	8.58827141e-02	6.11656503e-02	2.47170638e-02	1.82242932e-02	-4.29413571e-03	9.15038269e-04	-5.97083786e-22	9.15038269e-04	-9.15038269e-04
1393            	1.83853556e-02	4.86268900e-03	1.35226666e-02	8.65997759e-02	6.13471110e-02	2.52526649e-02	1.80472230e-02	-4.32998880e-03	9.19267780e-04	-6.13744740e-22	9.19267780e-04	-9.19267780e-04
1394            	1.84803203e-02	4.87205587e-03	1.36082645e-02	8.73620859e-02	6.15390720e-02	2.58230139e-02	1.78580291e-02	-4.36810430e-03	9.24016017e-04	-6.29683510e-22	9.24016017e-04	-9.24016017e-04
1395            	1.85828854e-02	4.88271055e-03	1.37001749e-02	8.81746434e-02	6.17429713e-02	2.64316721e-02	1.76556496e-02	-4.40873217e-03	9.29144272e-04	-6.45906774e-22	9.29144272e-04	-9.29144272e-04
1396            	1.86844910e-02	4.89281379e-03	1.37916772e-02	8.89886340e-02	6.19485235e-02	2.70401105e-02	1.74542065e-02	-4.44943170e-03	9.34224549e-04	-6.61808118e-22	9.34224549e-04	-9.34224549e-04
1397            	1.87807399e-02	4.90115636e-03	1.38795835e-02	8.97842715e-02	6.21519267e-02	2.76323448e-02	1.72597910e-02	-4.48921357e-03	9.39036993e-04	-6.77587658e-22	9.39036993e-04	-9.39036993e-04
1398            	1.88686333e-02	4.90678897e-03	1.39618443e-02	9.05505532e-02	6.23513755e-02	2.81991777e-02	1.70760989e-02	-4.52752766e-03	9.43431663e-04	-6.93766218e-22	9.43431663e-04	-9.43431663e-04
1399            	1.89494255e-02	4.91070878e-03	1.40387167e-02	9.12800792e-02	6.25452977e-02	2.87347815e-02	1.69052581e-02	-4.56400396e-03	9.47471274e-04	-7.09739997e-22	9.47471274e-04	-9.47471274e-04
1400            	1.90226065e-02	4.91179284e-03	1.41108137e-02	9.19902086e-02	6.27381105e-02	2.92520981e-02	1.67430062e-02	-4.59951043e-03	9.51130327e-04	-7.27152868e-22	9.51130327e-04	-9.51130327e-04
1401            	1.90898429e-02	4.91058107e-03	1.41792619e-02	9.26868080e-02	6.29310117e-02	2.97557963e-02	1.65876077e-02	-4.63434040e-03	9.54492147e-04	-7.46172482e-22	9.54492147e-04	-9.54492147e-04
1402            	1.91639148e-02	4.91128164e-03	1.42526332e-02	9.34135155e-02	6.31325018e-02	3.02810138e-02	1.64257440e-02	-4.67067578e-03	9.58195742e-04	-7.65815339e-22	9.58195742e-04	-9.58195742e-04
1403            	1.92519158e-02	4.91640499e-03	1.43355108e-02	9.41910577e-02	6.33460844e-02	3.08449733e-02	1.62505555e-02	-4.70955288e-03	9.62595788e-04	-7.84930223e-22	9.62595788e-04	-9.62595788e-04
1404            	1.93529323e-02	4.92573964e-03	1.44271926e-02	9.50145298e-02	6.35700623e-02	3.14444675e-02	1.60627974e-02	-4.75072649e-03	9.67646613e-04	-8.02880842e-22	9.67646613e-04	-9.67646613e-04
1405            	1.94615762e-02	4.93741397e-03	1.45241622e-02	9.58674828e-02	6.38009364e-02	3.20665464e-02	1.58671950e-02	-4.79337414e-03	9.73078811e-04	-8.19767029e-22	9.73078811e-04	-9.73078811e-04
1406            	1.95694259e-02	4.94930504e-03	1.46201209e-02	9.67081585e-02	6.40300058e-02	3.26781527e-02	1.56759265e-02	-4.83540793e-03	9.78471297e-04	-8.35156629e-22	9.78471297e-04	-9.78471297e-04
1407            	1.96711827e-02	4.95949131e-03	1.47116914e-02	9.75220008e-02	6.42546302e-02	3.32673705e-02	1.54936298e-02	-4.87610004e-03	9.83559135e-04	-8.49715168e-22	9.83559135e-04	-9.83559135e-04
1408            	1.97576108e-02	4.96279170e-03	1.47948191e-02	9.83202744e-02	6.44786721e-02	3.38416023e-02	1.53185349e-02	-4.91601372e-03	9.87880542e-04	-8.67499472e-22	9.87880542e-04	-9.87880542e-04
1409            	1.98546962e-02	4.96889016e-03	1.48858061e-02	9.91691590e-02	6.47153790e-02	3.44537800e-02	1.51307995e-02	-4.95845795e-03	9.92734811e-04	-8.86074773e-22	9.92734811e-04	-9.92734811e-04
1410            	1.99805945e-02	4.98538637e-03	1.49952081e-02	1.00098217e-01	6.49694613e-02	3.51287560e-02	1.49203526e-02	-5.00491086e-03	9.99029723e-04	-9.01779535e-22	9.99029723e-04	-9.99029723e-04
1411            	2.01363931e-02	5.01203668e-03	1.51243564e-02	1.01123198e-01	6.52436865e-02	3.58795111e-02	1.46820877e-02	-5.05615988e-03	1.00681966e-03	-9.13000568e-22	1.00681966e-03	-1.00681966e-03
1412            	2.03009184e-02	5.04219825e-03	1.52587202e-02	1.02165219e-01	6.55210247e-02	3.66441945e-02	1.44384151e-02	-5.10826096e-03	1.01504592e-03	-9.21987485e-22	1.01504592e-03	-1.01504592e-03
1413            	2.04386993e-02	5.06336022e-03	1.53753390e-02	1.03119788e-01	6.57827935e-02	3.73369948e-02	1.42228993e-02	-5.15598942e-03	1.02193496e-03	-9.33102057e-22	1.02193496e-03	-1.02193496e-03
1414            	2.05344887e-02	5.07091473e-03	1.54635739e-02	1.03926592e-01	6.60176915e-02	3.79089005e-02	1.40543955e-02	-5.19632960e-03	1.02672443e-03	-9.49723594e-22	1.02672443e-03	-1.02672443e-03
1415            	2.06162026e-02	5.07274033e-03	1.55434623e-02	1.04707220e-01	6.62516691e-02	3.84555508e-02	1.38980591e-02	-5.23536099e-03	1.03081013e-03	-9.67747114e-22	1.03081013e-03	-1.03081013e-03
1416            	2.07068532e-02	5.07788448e-03	1.56289688e-02	1.05510843e-01	6.64925291e-02	3.90183139e-02	1.37371076e-02	-5.27554215e-03	1.03534266e-03	-9.85636878e-22	1.03534266e-03	-1.03534266e-03
1417            	2.08238525e-02	5.09213223e-03	1.57317203e-02	1.06395881e-01	6.67510477e-02	3.96448331e-02	1.35531073e-02	-5.31979404e-03	1.04119263e-03	-1.00188009e-21	1.04119263e-03	-1.04119263e-03
1418            	2.09595772e-02	5.11285214e-03	1.58467250e-02	1.07338729e-01	6.70228245e-02	4.03159045e-02	1.33534600e-02	-5.36693645e-03	1.04797886e-03	-1.01960137e-21	1.04797886e-03	-1.04797886e-03
1419            	2.11086911e-02	5.13715115e-03	1.59715399e-02	1.08343888e-01	6.73093456e-02	4.10345420e-02	1.31374018e-02	-5.41719438e-03	1.05543455e-03	-1.03724148e-21	1.05543455e-03	-1.05543455e-03
1420            	2.12631054e-02	5.16235910e-03	1.61007463e-02	1.09383872e-01	6.76044111e-02	4.17794606e-02	1.29124753e-02	-5.46919358e-03	1.06315527e-03	-1.05472704e-21	1.06315527e-03	-1.06315527e-03
1421            	2.14205710e-02	5.18791448e-03	1.62326566e-02	1.10447421e-01	6.79053771e-02	4.25420437e-02	1.26816667e-02	-5.52237104e-03	1.07102855e-03	-1.06911859e-21	1.07102855e-03	-1.07102855e-03
1422            	2.15959638e-02	5.21979438e-03	1.63761694e-02	1.11563750e-01	6.82166923e-02	4.33470581e-02	1.24348171e-02	-5.57818752e-03	1.07979819e-03	-1.08313641e-21	1.07979819e-03	-1.07979819e-03
1423            	2.17950732e-02	5.25907783e-03	1.65359954e-02	1.12769176e-01	6.85467563e-02	4.42224195e-02	1.21621684e-02	-5.63845879e-03	1.08975366e-03	-1.09500277e-21	1.08975366e-03	-1.08975366e-03
1424            	2.19985191e-02	5.29954674e-03	1.66989724e-02	1.13994256e-01	6.88822437e-02	4.51120128e-02	1.18851154e-02	-5.69971282e-03	1.09992596e-03	-1.10322309e-21	1.09992596e-03	-1.09992596e-03
1425            	2.21981335e-02	5.33920283e-03	1.68589307e-02	1.15197279e-01	6.92135645e-02	4.59837141e-02	1.16149252e-02	-5.75986393e-03	1.10990668e-03	-1.11351493e-21	1.10990668e-03	-1.10990668e-03
1426            	2.23963203e-02	5.37793965e-03	1.70183806e-02	1.16404410e-01	6.95479646e-02	4.68564453e-02	1.13457596e-02	-5.82022050e-03	1.11981601e-03	-1.12424387e-21	1.11981601e-03	-1.11981601e-03
1427            	2.25915619e-02	5.41589046e-03	1.71756714e-02	1.17597809e-01	6.98824411e-02	4.77153682e-02	1.10835364e-02	-5.87989047e-03	1.12957809e-03	-1.13555998e-21	1.12957809e-03	-1.12957809e-03
1428            	2.27779328e-02	5.45236947e-03	1.73255633e-02	1.18731938e-01	7.02079606e-02	4.85239774e-02	1.08419916e-02	-5.93659690e-03	1.13889664e-03	-1.14666979e-21	1.13889664e-03	-1.13889664e-03
1429            	2.29701459e-02	5.49103574e-03	1.74791102e-02	1.19880745e-01	7.05397877e-02	4.93409568e-02	1.05994154e-02	-5.99403723e-03	1.14850730e-03	-1.15842131e-21	1.14850730e-03	-1.14850730e-03
1430            	2.31833488e-02	5.53661985e-03	1.76467289e-02	1.21101090e-01	7.08889812e-02	5.02121092e-02	1.03384360e-02	-6.05505452e-03	1.15916744e-03	-1.16977584e-21	1.15916744e-03	-1.15916744e-03
1431            	2.34060270e-02	5.58571371e-03	1.78203133e-02	1.22345995e-01	7.12448061e-02	5.11011894e-02	1.00718084e-02	-6.11729977e-03	1.17030135e-03	-1.17979621e-21	1.17030135e-03	-1.17030135e-03
1432            	2.36585774e-02	5.64387066e-03	1.80147068e-02	1.23708361e-01	7.16261961e-02	5.20821652e-02	9.77201545e-03	-6.18541806e-03	1.18292887e-03	-1.18822015e-21	1.18292887e-03	-1.18292887e-03
1433            	2.38657930e-02	5.68785499e-03	1.81779381e-02	1.24900831e-01	7.19733278e-02	5.29275030e-02	9.52291240e-03	-6.24504154e-03	1.19328965e-03	-1.19581949e-21	1.19328965e-03	-1.19328965e-03
1434            	2.39956946e-02	5.71155984e-03	1.82841348e-02	1.25725750e-01	7.22282143e-02	5.34975352e-02	9.36533952e-03	-6.28628748e-03	1.19978473e-03	-1.20179304e-21	1.19978473e-03	-1.19978473e-03
1435            	2.41946756e-02	5.75361087e-03	1.84410647e-02	1.26874538e-01	7.25617960e-02	5.43127423e-02	9.12452683e-03	-6.34372691e-03	1.20973378e-03	-1.20660351e-21	1.20973378e-03	-1.20973378e-03
1436            	2.44877803e-02	5.82160968e-03	1.86661707e-02	1.28445610e-01	7.29982608e-02	5.54473491e-02	8.77545580e-03	-6.42228050e-03	1.22438902e-03	-1.20977944e-21	1.22438902e-03	-1.22438902e-03
1437            	2.49172323e-02	5.92651279e-03	1.89907195e-02	1.30642067e-01	7.35821257e-02	5.70599410e-02	8.26109236e-03	-6.53210333e-03	1.24586161e-03	-1.21187533e-21	1.24586161e-03	-1.24586161e-03
1438            	2.53038911e-02	6.02218760e-03	1.92817035e-02	1.32595159e-01	7.41029993e-02	5.84921599e-02	7.80541970e-03	-6.62975796e-03	1.26519456e-03	-1.21466504e-21	1.26519456e-03	-1.26519456e-03
1439            	2.56766457e-02	6.11616533e-03	1.95604804e-02	1.34443151e-01	7.45900538e-02	5.98530969e-02	7.36847844e-03	-6.72215753e-03	1.28383229e-03	-1.21732869e-21	1.28383229e-03	-1.28383229e-03
1440            	2.60080797e-02	6.20062313e-03	1.98074565e-02	1.36068334e-01	7.50199292e-02	6.10484047e-02	6.98576224e-03	-6.80341670e-03	1.30040398e-03	-1.22002367e-21	1.30040398e-03	-1.30040398e-03
1441            	2.63241287e-02	6.28030822e-03	2.00438205e-02	1.37635123e-01	7.54482667e-02	6.21868563e-02	6.63070522e-03	-6.88175615e-03	1.31620644e-03	-1.22217316e-21	1.31620644e-03	-1.31620644e-03
1442            	2.67579987e-02	6.39095787e-03	2.03670408e-02	1.39760829e-01	7.60151574e-02	6.37456718e-02	6.13474281e-03	-6.98804146e-03	1.33789993e-03	-1.22407278e-21	1.33789993e-03	-1.33789993e-03
1443            	2.71397941e-02	6.48581036e-03	2.06539838e-02	1.41681734e-01	7.65363232e-02	6.51454107e-02	5.69545626e-03	-7.08408670e-03	1.35698971e-03	-1.22126480e-21	1.35698971e-03	-1.35698971e-03
1444            	2.74601263e-02	6.56584684e-03	2.08942795e-02	1.43284326e-01	7.69932837e-02	6.62910425e-02	5.35112058e-03	-7.16421631e-03	1.37300632e-03	-1.21701837e-21	1.37300632e-03	-1.37300632e-03
1445            	2.77681532e-02	6.64456817e-03	2.11235850e-02	1.44790169e-01	7.74315624e-02	6.73586063e-02	5.03647802e-03	-7.23950843e-03	1.38840766e-03	-1.20603183e-21	1.38840766e-03	-1.38840766e-03
1446            	2.81128762e-02	6.73400427e-03	2.13788720e-02	1.46448677e-01	7.79034365e-02	6.85452406e-02	4.67909795e-03	-7.32243385e-03	1.40564381e-03	-1.18407739e-21	1.40564381e-03	-1.40564381e-03
1447            	2.85147407e-02	6.84125406e-03	2.16734866e-02	1.48322325e-01	7.84172351e-02	6.99050902e-02	4.25607244e-03	-7.41611626e-03	1.42573703e-03	-1.15887859e-21	1.42573703e-03	-1.42573703e-03
1448            	2.89721079e-02	6.96457958e-03	2.20075283e-02	1.50429488e-01	7.89782495e-02	7.14512381e-02	3.76350569e-03	-7.52147438e-03	1.44860540e-03	-1.12862710e-21	1.44860540e-03	-1.44860540e-03
1449            	2.94561645e-02	7.09407414e-03	2.23620903e-02	1.52680162e-01	7.95712698e-02	7.31088921e-02	3.23118884e-03	-7.63400809e-03	1.47280822e-03	-1.09235880e-21	1.47280822e-03	-1.47280822e-03
1450            	2.99499020e-02	7.22609352e-03	2.27238085e-02	1.54977150e-01	8.01761864e-02	7.48009637e-02	2.68761135e-03	-7.74885751e-03	1.49749510e-03	-1.05791504e-21	1.49749510e-03	-1.49749510e-03
1451            	3.04624468e-02	7.36489848e-03	2.30975483e-02	1.57326498e-01	8.07952425e-02	7.65312558e-02	2.13199335e-03	-7.86632491e-03	1.52312234e-03	-1.02431269e-21	1.52312234e-03	-1.52312234e-03
1452            	3.09938888e-02	7.51093751e-03	2.34829512e-02	1.59720137e-01	8.14274128e-02	7.82927245e-02	1.56734416e-03	-7.98600687e-03	1.54969444e-03	-9.90367991e-22	1.54969444e-03	-1.54969444e-03
1453            	3.15407319e-02	7.66410002e-03	2.38766319e-02	1.62125319e-01	8.20666788e-02	8.00586401e-02	1.00401938e-03	-8.10626594e-03	1.57703660e-03	-9.58901567e-22	1.57703660e-03	-1.57703660e-03
1454            	3.20950699e-02	7.82008040e-03	2.42749895e-02	1.64549091e-01	8.27177948e-02	8.18312966e-02	4.43249134e-04	-8.22745457e-03	1.60475350e-03	-9.18728564e-22	1.60475350e-03	-1.60475350e-03
1455            	3.26423675e-02	7.97429808e-03	2.46680695e-02	1.66937714e-01	8.33663310e-02	8.35713828e-02	-1.02525893e-04	-8.34688569e-03	1.63211838e-03	-8.80345243e-22	1.63211838e-03	-1.63211838e-03
1456            	3.31728130e-02	8.12242645e-03	2.50503865e-02	1.69279601e-01	8.40113415e-02	8.52682592e-02	-6.28458889e-04	-8.46398003e-03	1.65864065e-03	-8.38677297e-22	1.65864065e-03	-1.65864065e-03
1457            	3.37082643e-02	8.27094663e-03	2.54373177e-02	1.71663711e-01	8.46691748e-02	8.69945361e-02	-1.16268063e-03	-8.58318555e-03	1.68541322e-03	-7.91371677e-22	1.68541322e-03	-1.68541322e-03
1458            	3.42164146e-02	8.40836805e-03	2.58080466e-02	1.73996785e-01	8.53212731e-02	8.86755121e-02	-1.67711950e-03	-8.69983926e-03	1.71082073e-03	-7.42913655e-22	1.71082073e-03	-1.71082073e-03
1459            	3.47259440e-02	8.54496710e-03	2.61809769e-02	1.76360098e-01	8.59826975e-02	9.03774005e-02	-2.19735152e-03	-8.81800490e-03	1.73629720e-03	-6.90541866e-22	1.73629720e-03	-1.73629720e-03
1460            	3.51939324e-02	8.66669350e-03	2.65272389e-02	1.78605454e-01	8.66254120e-02	9.19800418e-02	-2.67731489e-03	-8.93027269e-03	1.75969662e-03	-6.34409673e-22	1.75969662e-03	-1.75969662e-03
1461            	3.55762031e-02	8.76171078e-03	2.68144924e-02	1.80527816e-01	8.72062440e-02	9.33215717e-02	-3.05766389e-03	-9.02639078e-03	1.77881016e-03	-5.92020117e-22	1.77881016e-03	-1.77881016e-03
1462            	3.58816887e-02	8.83394503e-03	2.70477437e-02	1.82137987e-01	8.77321165e-02	9.44058701e-02	-3.33687679e-03	-9.10689933e-03	1.79408444e-03	-5.57778597e-22	1.79408444e-03	-1.79408444e-03
1463            	3.61102269e-02	8.88376597e-03	2.72264610e-02	1.83426950e-01	8.82022502e-02	9.52246999e-02	-3.51122485e-03	-9.17134751e-03	1.80551135e-03	-5.33332726e-22	1.80551135e-03	-1.80551135e-03
1464            	3.62126620e-02	8.89361386e-03	2.73190481e-02	1.84254343e-01	8.85919522e-02	9.56623904e-02	-3.53521908e-03	-9.21271713e-03	1.81063310e-03	-5.24427600e-22	1.81063310e-03	-1.81063310e-03
1465            	3.62328940e-02	8.87842559e-03	2.73544684e-02	1.84760428e-01	8.89288864e-02	9.58315416e-02	-3.45132762e-03	-9.23802140e-03	1.81164470e-03	-5.28610994e-22	1.81164470e-03	-1.81164470e-03
1466            	3.62538712e-02	8.86467195e-03	2.73891993e-02	1.85245273e-01	8.92696027e-02	9.59756707e-02	-3.35303397e-03	-9.26226367e-03	1.81269356e-03	-5.38530967e-22	1.81269356e-03	-1.81269356e-03
1467            	3.63208367e-02	8.86525473e-03	2.74555820e-02	1.85903273e-01	8.96483347e-02	9.62549381e-02	-3.30330173e-03	-9.29516364e-03	1.81604184e-03	-5.40012516e-22	1.81604184e-03	-1.81604184e-03
1468            	3.64792125e-02	8.89558651e-03	2.75836260e-02	1.86880395e-01	9.00862393e-02	9.67941555e-02	-3.35395808e-03	-9.34401974e-03	1.82396063e-03	-5.31124487e-22	1.82396063e-03	-1.82396063e-03
1469            	3.68369930e-02	8.99423609e-03	2.78427569e-02	1.88485208e-01	9.06367929e-02	9.78484156e-02	-3.60581138e-03	-9.42426042e-03	1.84184965e-03	-5.03504797e-22	1.84184965e-03	-1.84184965e-03
